MonsterID	MaxLevel	MaxHP	MaxATK	MaxRCV	GrowthRateHP	GrowthRateATK	GrowthRateRcv	CurSell	CurFodder	MinHP	MinATK	MinRCV
684	50	1037	757	122	0.7	0.7	0.7	1800	1500	384	291	45	
576	99	3139	1107	560	1	1	1	4950	4650	1278	719	340	
2683	99	2505	1205	483	1	1	1	4200	3900	1002	482	193	
1947	99	2663	1204	723	1	1	1	8700	8400	1225	669	335	
1793	99	3097	1875	165	1	1	1	8700	8400	1832	693	66	
2969	99	4580	1710	660	1.5	1.5	1.5	16350	16050	845	279	41	
1096	99	2960	1512	301	1.5	1.5	1.5	6150	5850	777	451	95	
2329	1	298	182	22	1	1	1	1050	40000	298	182	22	
64	15	623	308	5	1	1	1	900	600	83	82	1	
557	50	1109	491	397	1	1	1	2850	2550	252	109	209	
3374	99	3493	1491	309	1	1	1	4950	4650	1277	927	206	
568	99	1812	2044	0	1	1	1	4950	4650	701	1296	0	
60	10	325	148	10	1	1	1	600	300	65	59	3	
3074	99	3900	2650	240	1.5	1.5	1.5	24000	23700	470	210	0	
3558	99	3115	1648	320	1	1	1	4500	4200	1246	659	128	
2959	99	1277	1349	650	1	1	1	3900	3600	672	452	406	
1111	99	2500	1754	198	1.5	1.5	1.5	6150	5850	812	457	74	
19	35	954	499	105	1	1	1	1800	1500	358	212	41	
3306	99	3404	1615	134	1	1	1	4050	3750	1621	769	64	
1527	99	666	1289	392	0.7	0.7	0.7	2700	2400	119	1172	178	
2296	99	2908	1330	385	1	1	1	9000	8700	1163	739	214	
2413	1	800	200	0	1	1	1	1050	40000	800	200	0	
2252	99	3696	1569	198	1.5	1.5	1.5	13500	13200	1607	682	104	
245	99	3667	1325	111	1.5	1.5	1.5	4950	4650	1746	883	74	
137	99	2970	1186	298	1.5	1.5	1.5	4200	3900	1200	760	128	
483	99	2063	1173	253	1	1	1	3450	3150	742	437	105	
886	50	1539	626	15	1	1	1	7050	6750	342	139	7	
636	50	1346	982	267	1	1	1	4800	4500	561	491	127	
753	50	1596	1030	229	1	1	1	4050	3750	665	515	109	
931	70	2553	1228	25	1	1	1	2700	2400	901	491	12	
792	70	1063	890	170	1	1	1	2550	2250	425	356	81	
1335	99	2665	1580	306	1	1	1	4950	4650	1066	850	170	
580	50	278	596	57	1	1	1	1350	1900	121	284	38	
1205	99	2053	1378	-200	1	1	1	3300	3000	821	551	-200	
3363	99	3565	1625	205	1	1	1	5100	4800	1426	650	82	
1248	99	3213	1215	394	1	1	1	7350	7050	1285	675	219	
801	50	1277	772	340	1	1	1	4050	3750	532	454	200	
654	99	2835	1215	670	1.5	1.5	1.5	6600	6300	974	810	340	
2991	99	4504	2303	266	1	1	1	10350	10050	1985	1359	1285	
2146	99	3530	1690	101	0.7	0.7	0.7	5700	5400	1372	656	48	
2789	99	3866	1522	26	1	1	1	2850	2550	1611	634	11	
2592	99	3805	1555	293	1	1	1	10350	10050	1522	622	117	
1292	50	1418	651	379	1	1	1	2850	2550	591	383	223	
1602	99	3375	1271	548	1	1	1	8850	8550	1250	510	156	
1755	50	970	1030	92	0.7	0.7	0.7	2850	2550	404	606	54	
2726	1	100	100	100	1	1	1	1650	1350	100	100	100	
2188	99	2804	1652	99	0.7	0.7	0.7	4050	3750	623	472	30	
762	25	1575	144	74	1	1	1	1500	1200	350	32	35	
763	70	3150	325	141	1	1	1	2400	2100	1260	130	67	
783	99	2799	956	208	1	1	1	6450	6150	372	377	63	
359	99	961	1207	448	1	1	1	3450	3150	418	503	265	
981	30	610	408	142	1	1	1	1350	1050	113	76	17	
1425	99	3335	1640	0	1	1	1	5700	5400	1334	911	0	
1918	99	2106	1516	0	0.7	0.7	0.7	2400	2100	468	433	0	
50	10	175	55	87	0.7	0.7	0.7	600	300	35	22	26	
1595	99	1733	1288	238	0.7	0.7	0.7	2850	2550	385	368	72	
2658	99	3985	1238	578	1	1	1	8250	7950	1194	632	288	
1220	99	2993	1433	206	1	1	1	4050	3750	1257	413	98	
2747	99	3012	2244	200	1	1	1	6600	6300	701	1296	0	
2570	99	3297	1925	165	1	1	1	10350	10050	1832	693	66	
2805	99	3207	1905	152	0.7	0.7	0.7	8850	8550	1253	752	59	
1354	99	3088	1324	275	1	1	1	4350	4050	1215	641	125	
2702	50	1421	770	94	1	1	1	3300	3000	592	321	39	
2954	99	2828	1719	189	1	1	1	4800	4500	1131	955	105	
1696	99	3053	1398	0	1.5	1.5	1.5	2700	2400	1221	559	0	
1876	70	2786	1455	121	1.5	1.5	1.5	5550	5250	766	631	40	
3163	99	4013	1103	202	1	1	1	7200	6900	1911	525	96	
3088	99	2508	1639	686	1	1	1	9900	9600	1593	996	438	
2962	99	3006	1415	234	1	1	1	8700	8400	1810	1261	137	
373	99	2635	1215	510	1.5	1.5	1.5	5700	5400	974	810	340	
1923	99	3965	1361	362	1.5	1.5	1.5	10500	10200	826	494	131	
493	99	3038	1097	603	1	1	1	4950	4650	1215	731	402	
1291	99	2400	1231	511	1	1	1	4050	3750	920	667	284	
1423	99	4299	1303	548	1	1	1	9600	9300	1886	887	259	
1824	99	2052	1331	611	1	1	1	8700	8400	820	767	395	
253	1	250	30	10	1	1	1	150000	200000	250	30	10	
625	99	2420	1119	611	1	1	1	5700	5400	968	646	407	
1869	99	2605	1325	373	1	1	1	4050	3750	1042	736	207	
401	99	2211	1629	-100	0.7	0.7	0.7	3750	3450	691	543	0	
2102	99	2250	2001	60	0.7	0.7	0.7	3150	2850	820	1056	0	
915	1	777	500	300	1	1	1	1500	40000	777	500	300	
1269	99	3293	1741	179	1	1	1	6600	6300	1277	927	206	
2557	99	3010	1833	98	1	1	1	4950	4650	1204	773	39	
2586	70	1753	1062	16	1	1	1	2700	2400	701	590	9	
2699	99	2788	1625	150	1	1	1	4200	3900	1115	650	60	
3210	99	1497	1766	17	1	1	1	4800	4500	713	841	8	
1653	50	1327	876	139	1	1	1	2850	2550	553	515	82	
2656	30	481	254	32	1	1	1	1800	1500	229	121	15	
1290	50	1150	741	315	1	1	1	2400	2100	479	436	185	
2987	99	4442	1493	46	1	1	1	8850	8550	2115	711	22	
233	99	2197	1236	315	1	1	1	3150	2850	1046	824	210	
3208	99	1063	2006	2	1	1	1	4800	4500	506	955	1	
1791	99	2472	2036	295	1.5	1.5	1.5	5550	5250	1080	725	173	
2416	99	2788	1923	108	1	1	1	4950	4650	1115	769	43	
76	15	338	173	40	0.7	0.7	0.7	800	500	45	46	8	
1060	99	3378	1458	29	1	1	1	10350	10050	1231	563	14	
1098	99	4348	1337	173	1	1	1	10350	10050	1739	687	96	
3090	99	4213	1696	386	1	1	1	13650	13350	1525	859	159	
3223	99	3778	1658	271	0.7	0.7	0.7	9000	8700	1271	782	167	
1733	99	2985	1238	578	1	1	1	6600	6300	1194	632	288	
1820	99	2090	2093	0	1	1	1	4800	4500	836	1163	0	
2103	70	2368	1283	472	0.7	0.7	0.7	4050	3750	445	443	166	
355	99	1005	1193	439	1	1	1	3450	3150	437	497	259	
2455	1	214	182	74	1	1	1	1050	40000	214	182	74	
2065	1	100	500	60	1	1	1	50000	40000	100	500	60	
669	50	1296	828	0	1	1	1	2400	2100	288	184	0	
3536	99	3110	1864	149	0.7	0.7	0.7	5400	5100	776	927	83	
3382	99	1026	1214	72	1	1	1	3000	2700	171	368	24	
1140	25	1193	338	38	1	1	1	1650	1350	265	75	18	
268	25	390	703	74	0.7	0.7	0.7	2300	1600	150	281	35	
3114	99	3475	1464	336	1	1	1	4950	4650	1350	909	177	
1349	50	1586	775	78	1	1	1	2700	2400	661	456	46	
204	99	1243	789	730	1	0.7	0.7	3000	2700	654	415	456	
3293	99	1882	731	50	1	1	1	2250	1950	896	348	24	
2964	99	1665	862	42	1	1	1	2550	2250	269	101	20	
1673	50	2038	748	185	1	1	1	7200	6900	849	440	109	
2913	99	3321	1011	602	1.5	1.5	1.5	6300	6000	1170	709	255	
1967	50	1200	690	136	0.7	0.7	0.7	2550	2250	500	406	80	
1458	99	3199	1006	208	1	1	1	6600	6300	372	377	63	
814	99	4511	1501	57	1	1	1	10350	10050	1730	767	24	
2094	99	2290	1508	353	0.7	0.7	0.7	3150	2850	916	782	196	
2563	99	3110	1555	475	1	1	1	8700	8400	1244	622	190	
304	1	387	270	189	0.7	0.7	0.7	1500	120000	387	270	189	
1114	99	2397	1286	760	1.5	1.5	1.5	6600	6300	1046	824	440	
36	10	195	105	30	0.7	0.7	0.7	500	200	39	42	9	
2950	99	3063	1204	753	1	1	1	10500	10200	1225	669	335	
1955	99	4897	1436	100	1.5	1.5	1.5	6600	6300	1046	824	440	
1832	50	1202	1051	190	1	1	1	4050	3750	501	618	112	
108	25	688	406	100	1	1	1	1200	900	55	65	12	
1068	99	2985	1138	518	1	1	1	4950	4650	1194	632	288	
672	99	1635	1398	647	1	1	1	4050	3750	414	559	308	
1622	50	984	882	309	1	1	1	2850	2550	410	519	182	
224	70	1724	1286	286	1.5	1.5	1.5	3300	3000	815	677	149	
500	50	906	454	311	1	1	1	3150	2850	283	142	148	
2749	99	2540	1965	501	1	1	1	6600	6300	725	943	95	
3080	99	2458	1993	15	1	1	1	4050	3750	983	797	6	
2387	99	2760	1281	568	1	1	1	6600	6300	1104	656	288	
1052	70	1058	1346	72	1	1	1	2400	2100	572	966	48	
1519	1	50	100	200	1	1	1	600	40000	50	100	200	
2510	99	3428	1470	654	1	1	1	8250	7950	1271	913	256	
2567	99	3938	1820	425	1	1	1	12000	11700	1974	600	122	
1687	50	1346	1056	63	1	1	1	2400	2100	561	621	37	
818	70	3858	1033	-100	1	1	1	3150	2850	1703	413	-100	
1138	25	810	347	153	1	1	1	1650	1350	180	77	73	
3348	99	3413	1755	173	1	1	1	6600	6300	711	325	32	
917	99	3687	1472	360	1.5	1.5	1.5	10500	10200	1580	805	195	
3234	99	3378	2010	353	1.5	1.5	1.5	12000	11700	1231	644	206	
1117	99	3543	1226	483	1.5	1.5	1.5	6600	6300	1306	904	295	
1356	99	2975	1684	196	1	1	1	4950	4650	1070	880	109	
1212	99	935	1639	465	0.7	0.7	0.7	5400	5100	194	513	310	
1118	50	1373	820	456	1	1	1	7200	6900	572	410	217	
1099	99	1277	1349	650	1	1	1	4650	4350	672	452	406	
3587	99	4010	1733	28	1	1	1	6600	6300	1204	773	39	
2075	99	4175	1804	106	1	1	1	7350	7050	1350	909	177	
1786	70	1818	1070	273	1	1	1	3150	2850	674	510	106	
3399	50	1195	562	206	1	1	1	2400	2100	498	234	86	
2583	25	888	646	12	1	1	1	1650	1350	370	380	7	
85	70	2030	928	70	1	1	1	2250	1950	555	312	26	
1194	99	4238	1311	39	1	1	1	5400	5100	1246	423	26	
832	15	446	99	11	1	1	1	1350	1050	99	22	5	
609	25	621	314	317	1	1	1	1500	1200	194	98	151	
3087	99	2788	1193	405	1	1	1	4950	4650	1115	477	162	
1200	99	1905	1813	401	1	1	1	4950	4650	522	685	191	
2523	50	1414	612	185	1.5	1.5	1.5	5550	5250	589	255	77	
2274	1	108	108	108	1	1	1	1050	40000	108	108	108	
1790	70	1796	1080	279	1	1	1	3150	2850	665	515	109	
3032	99	2608	1952	68	1	1	1	3900	3600	1106	902	21	
1236	99	2525	1645	353	1	1	1	4950	4650	1250	747	196	
2629	1	100	100	100	1	1	1	1050	40000	100	100	100	
1186	25	617	276	318	1	1	1	1500	1200	257	92	187	
23	70	1412	1056	93	1	1	1	2550	2250	436	270	83	
169	1	20	100	1	1	1	1	5000	400	20	100	1	
968	25	684	194	32	1	1	1	1200	900	152	43	15	
2781	50	1054	713	228	1	1	1	2850	2550	439	297	95	
2985	99	5145	1479	54	1	1	1	6600	6300	2018	566	2	
1546	70	1998	598	237	1	1	1	2700	2400	799	239	113	
3423	50	1510	828	173	1	1	1	3300	3000	629	345	72	
668	99	2435	1165	201	1	1	1	3750	3450	1107	728	134	
1783	99	2828	1370	594	1	1	1	6600	6300	1271	913	256	
661	99	3040	1316	172	1	1	1	4800	4500	1176	940	86	
2397	50	1908	691	0	1.5	1.5	1.5	5550	5250	795	288	0	
1239	50	1306	1292	0	1	1	1	3300	3000	544	760	0	
134	50	1650	881	167	1.5	1.5	1.5	2300	2000	423	241	50	
133	99	2820	1460	451	1.5	1.5	1.5	4200	3900	1230	743	195	
6	15	518	210	60	1	1	1	1000	700	124	56	16	
3095	99	3601	1103	364	1	1	1	7200	6900	1241	569	154	
126	50	1388	750	317	1.5	1.5	1.5	2300	2000	311	220	68	
3517	99	3485	2109	292	1	1	1	11850	11550	1543	955	146	
3268	99	5015	605	373	1	1	1	10350	10050	2006	242	149	
2454	1	351	162	7	1	1	1	1050	40000	351	162	7	
2238	99	2558	1823	466	1	1	1	6600	6300	1112	902	231	
2623	50	1697	691	0	1	1	1	2250	1950	707	288	0	
153	1	50	50	50	1	1	1	2000	400	50	50	50	
3230	99	3018	1850	32	1	1	1	3900	3600	1437	881	15	
195	15	248	390	133	1	1	1	1000	1400	33	104	16	
2675	50	1565	718	190	1	1	1	4050	3750	652	299	79	
3418	99	4372	1536	205	1.5	1.5	1.5	6750	6450	1080	725	173	
1747	99	3015	1411	633	1	1	1	10350	10050	1106	756	335	
2325	99	4372	1536	205	1.5	1.5	1.5	6600	6300	1080	725	173	
677	50	995	756	97	1	1	1	2400	2100	221	168	46	
1537	25	1008	261	130	1	1	1	1950	1650	224	58	62	
92	25	275	219	267	0.7	0.7	0.7	1100	800	22	35	32	
558	99	2129	1105	678	1	1	1	3750	3450	887	442	357	
3100	99	2458	1305	300	0.7	0.7	0.7	4050	3750	585	297	78	
2241	50	1130	549	281	1	1	1	2550	2250	251	122	134	
1128	50	1709	952	34	1	1	1	3150	2850	712	560	20	
252	1	100	20	5	1	1	1	15000	120000	100	20	5	
127	99	2374	1061	681	1.5	1.5	1.5	4200	3900	1110	675	285	
144	99	3197	1307	175	1.5	1.5	1.5	4950	4650	518	319	55	
2141	50	1656	603	158	0.7	0.7	0.7	4200	3900	368	134	75	
1265	99	4005	1401	194	1	1	1	6600	6300	1298	934	189	
1053	25	1771	452	38	1	1	1	1500	1200	805	215	25	
3237	99	4327	1709	138	1	1	1	6600	6300	2008	660	49	
2999	99	5002	1701	600	1	1	1	10350	10050	2006	1201	283	
18	15	447	236	45	1	1	1	1000	700	103	70	11	
1286	50	1164	716	342	1	1	1	2400	2100	485	421	201	
3389	99	5415	1841	272	1.5	1.5	1.5	8250	7950	2186	768	103	
3393	99	4210	1775	523	1	1	1	5700	5400	2098	719	227	
2824	99	3915	1977	110	1.5	1.5	1.5	6600	6300	1006	987	61	
2774	50	1318	934	22	1	1	1	2850	2550	549	389	9	
1262	99	3335	1477	352	1	1	1	6600	6300	1294	918	201	
2184	99	3825	1358	0	1.5	1.5	1.5	5850	5550	1530	543	0	
2727	1	100	100	100	1	1	1	1650	1350	100	100	100	
1104	99	1530	1160	730	1	1	1	4650	4350	654	415	456	
578	10	156	172	204	0.7	0.7	0.7	1050	4800	52	86	102	
1972	50	1044	952	340	1	1	1	2550	2250	435	560	200	
2543	99	2516	1121	482	1	1	1	4800	4500	1154	605	123	
3251	99	4121	1905	36	1	1	1	15000	14700	1221	405	2	
2737	99	2808	1605	420	0.7	0.7	0.7	9000	8700	585	297	78	
164	1	10	50	1	1	1	1	2500	200	10	50	1	
2697	99	2678	1610	120	1	1	1	4200	3900	1071	644	48	
2114	50	1598	626	0	1.5	1.5	1.5	1950	1650	355	139	0	
599	99	3444	1678	122	1	1	1	10350	10050	1561	1088	61	
1872	50	2188	1354	-25	0.7	0.7	0.7	2400	2100	1265	1015	-100	
1367	30	606	685	80	1	1	1	1200	900	233	428	50	
118	35	945	473	134	1	1	1	1400	1100	108	108	23	
125	99	2902	1351	407	1.5	1.5	1.5	4200	3900	1280	805	165	
1145	70	1395	830	386	1	1	1	2550	2250	558	292	184	
1878	50	1709	1059	65	1	1	1	7200	6900	712	623	38	
782	99	2813	1320	201	1	1	1	6450	6150	375	377	61	
2678	50	1582	694	211	1	1	1	4050	3750	659	289	88	
2264	50	1234	1158	126	1	1	1	3300	3000	514	681	74	
182	1	777	405	210	1	1	1	500	40000	777	405	210	
260	1	500	40	15	1	1	1	1500000	340000	500	40	15	
3509	99	4473	1551	168	1	1	1	6600	6300	1229	695	238	
2649	99	1663	1682	27	1	1	1	4050	3750	792	801	13	
2925	99	4000	1650	179	1	1	1	10350	10050	1480	861	116	
583	15	364	33	130	1	1	1	750	1650	104	13	62	
1727	99	2308	1589	656	1	1	1	8250	7950	1593	996	438	
2396	99	3868	1662	277	1.5	1.5	1.5	7350	7050	987	841	318	
2630	1	100	100	100	1	1	1	1050	40000	100	100	100	
328	99	3309	1205	291	1.5	1.5	1.5	4200	3900	861	416	105	
2691	99	3035	1678	333	1	1	1	5100	4800	1134	671	93	
502	35	1104	509	155	1	1	1	3150	2850	345	159	74	
1891	1	150	150	150	1	1	1	10000	60000	150	150	150	
307	10	240	184	132	0.7	0.7	0.7	1200	4000	80	92	66	
1958	99	1598	1166	479	0.7	0.7	0.7	2850	2550	355	333	145	
185	1	732	408	201	1	1	1	500	40000	732	408	201	
1517	99	2508	1289	656	1	1	1	6600	6300	1593	996	438	
2266	50	1867	775	121	1	1	1	3300	3000	778	456	71	
1992	25	756	653	48	1	1	1	1500	1200	168	145	23	
585	15	93	90	235	1	1	1	750	1650	30	36	112	
885	99	596	1328	522	1	1	1	4050	3750	271	830	348	
713	25	1094	162	204	1	1	1	2250	1950	243	36	97	
3553	99	4012	1951	254	0.7	0.7	0.7	5550	5250	1211	721	33	
2338	99	2889	1230	2	1	1	1	4050	3750	1412	554	1	
3202	99	3240	1508	210	1	1	1	5700	5400	1336	603	69	
760	99	2226	933	570	1	1	1	5700	5400	588	313	180	
2888	1	500	250	0	1	1	1	8850	8550	500	250	0	
1753	50	1238	830	172	0.7	0.7	0.7	3300	3000	516	488	101	
3450	99	4647	2345	201	1.5	1.5	1.5	9000	8700	2034	923	56	
278	15	222	222	66	0.7	0.7	0.7	1350	1050	45	46	22	
2609	50	1234	900	2	1	1	1	2400	2100	514	375	1	
2814	99	3325	1774	355	1.5	1.5	1.5	12000	11700	1210	1069	136	
2664	99	3487	1339	549	1	1	1	12000	11700	1254	691	347	
1075	50	1082	661	258	1	1	1	3900	3600	451	389	152	
1295	1	400	400	0	1	1	1	16050	15750	400	400	0	
191	15	240	394	125	1	1	1	1000	1400	32	105	15	
2955	99	2170	1364	580	0.7	0.7	0.7	4800	4500	597	238	276	
2017	99	2538	1655	673	1	1	1	6600	6300	1215	731	402	
2110	50	905	473	69	1	1	1	1500	1200	201	105	33	
3534	99	3254	2580	203	1	1	1	10350	10050	981	582	345	
484	99	2112	1197	220	1	1	1	3450	3150	763	449	95	
331	99	3160	1362	231	1.5	1.5	1.5	4200	3900	777	451	95	
2934	70	1695	423	81	1	1	1	2100	1800	482	194	38	
1852	25	891	567	67	1	1	1	1800	1500	198	126	32	
380	50	724	574	76	1	1	1	2250	1950	181	164	36	
1062	99	5003	1254	26	1	1	1	8850	8550	2869	680	22	
2706	1	100	100	100	1	1	1	1050	40000	100	100	100	
1358	99	4133	1354	25	1	1	1	4950	4650	1653	680	14	
1993	70	1513	1470	90	1	1	1	2400	2100	605	588	43	
1366	30	616	691	72	1	1	1	1200	900	237	432	45	
225	50	1000	555	256	1	1	1	1800	1500	55	67	35	
1512	99	2170	1364	580	0.7	0.7	0.7	5100	4800	597	238	276	
282	99	1765	555	765	1	1.5	1.5	3300	3000	612	321	329	
2393	99	3915	1732	219	1.5	1.5	1.5	7350	7050	966	821	346	
1767	30	252	459	339	1	1	1	1350	1050	97	287	212	
1675	50	1258	1097	68	1.5	1.5	1.5	3300	3000	524	645	40	
1363	99	4177	1319	98	1	1	1	5700	5400	1547	628	28	
1636	25	504	653	103	1	1	1	1800	1500	112	145	49	
642	50	1682	950	148	1	1	1	7200	6900	701	432	59	
1549	1	77	5	250	1	1	1	1500	1200	77	5	250	
2663	99	2715	1888	421	1	1	1	8850	8550	1086	938	234	
2535	99	3335	1577	302	1	1	1	4950	4650	1294	918	201	
25	25	625	272	92	1	1	1	1500	1200	252	108	41	
56	10	310	155	17	1	1	1	600	300	62	62	5	
1345	99	2805	1332	649	1.5	1.5	1.5	6600	6300	966	821	346	
1246	99	3015	1116	511	1	1	1	7350	7050	1206	620	284	
3044	50	1918	646	29	1	1	1	2400	2100	799	269	12	
2499	99	2538	1719	723	1	1	1	9000	8700	975	646	402	
3319	1	100	100	100	1	1	1	1500	120000	100	100	100	
2725	1	100	100	100	1	1	1	1650	1350	100	100	100	
3522	99	2937	2025	369	1.5	1.5	1.5	10200	9900	1319	913	185	
773	99	1581	1957	226	1.5	1.5	1.5	10350	10050	310	453	113	
2118	50	1211	554	187	1.5	1.5	1.5	1950	1650	269	123	89	
1671	50	1577	874	279	1	1	1	5550	5250	657	514	164	
1149	99	2305	830	338	1	1	1	3300	3000	922	332	161	
667	70	1384	809	149	1	1	1	2700	2400	629	385	99	
793	25	792	401	0	1	1	1	1500	1200	176	89	0	
246	1	500	500	200	1	1	1	1200	8000	500	500	200	
3073	99	2900	2200	140	1.5	1.5	1.5	16350	16050	470	210	0	
166	1	20	100	1	1	1	1	5000	400	20	100	1	
364	50	2432	1018	304	1	1	1	4950	4650	1158	783	152	
62	15	630	315	5	1	1	1	900	600	84	84	1	
492	50	1519	812	447	1	1	1	4050	3750	633	406	213	
969	50	1368	438	61	1	1	1	1800	1500	547	175	29	
1476	99	3248	1345	343	1	1	1	6600	6300	1199	518	149	
513	99	3919	1309	129	1	1.5	1.5	5700	5400	2111	1156	81	
327	99	2709	1405	351	1.5	1.5	1.5	4200	3900	861	416	105	
2562	50	1555	691	211	1	1	1	5550	5250	648	288	88	
505	70	1423	800	356	1	1	1	2400	2100	527	320	237	
2670	99	2515	1405	348	1.5	1.5	1.5	4500	4200	1006	562	139	
1204	50	1026	612	-200	1	1	1	2400	2100	228	136	-200	
8	99	2195	1056	264	1	1	1	2550	2250	798	429	115	
1055	25	627	607	386	1	1	1	1500	1200	285	289	257	
2032	99	3235	2002	63	1	1	1	4650	4350	1214	1112	35	
3589	99	2785	1733	403	1	1	1	6600	6300	954	713	149	
831	99	3060	1020	360	1	1	1	4950	4650	360	360	36	
2836	1	500	200	100	1	1	1	1200	40000	500	200	100	
22	25	545	300	92	1	1	1	1500	1200	192	135	41	
3421	99	985	365	594	1	1	1	2700	2400	185	65	394	
2738	99	2465	1840	494	1	1	1	12000	7950	866	1022	308	
1372	50	1070	1243	255	1	1	1	5550	5250	446	731	150	
1210	99	988	1543	506	0.7	0.7	0.7	5400	5100	235	481	337	
2096	99	2823	1702	70	0.7	0.7	0.7	3150	2850	1129	890	0	
336	99	2527	1313	395	1.5	1.5	1.5	4200	3900	756	426	121	
1110	99	2857	1413	295	1.5	1.5	1.5	6150	5850	756	426	121	
414	15	276	100	166	0.7	0.7	0.7	1800	1500	92	40	79	
1750	99	1950	1650	246	0.7	0.7	0.7	5700	5400	820	889	142	
2878	99	1934	1262	179	1	1	1	4200	3900	921	601	85	
3405	1	100	50	300	1	1	1	1050	40000	100	50	300	
3406	1	100	50	300	1	1	1	1050	40000	100	50	300	
970	99	3008	1083	127	1	1	1	2550	2250	1094	394	55	
3280	99	3217	1166	590	1	1	1	8550	8250	1532	555	281	
2891	99	6002	1917	200	1	1	1	16350	16050	1282	1121	21	
1180	25	631	264	323	1	1	1	1500	1200	263	88	190	
3028	50	1442	744	108	0.7	0.7	0.7	2850	2550	601	310	45	
2829	70	1073	718	50	1	1	1	1950	1650	511	342	24	
1819	50	1044	1292	0	1	1	1	3150	2850	435	760	0	
349	70	1480	713	327	1	1	1	2700	2400	548	285	218	
2618	99	2228	1340	503	1	1	1	4050	3750	891	536	201	
2581	25	852	672	9	1	1	1	1650	1350	355	395	5	
501	99	2201	1023	420	1	1	1	4050	3750	815	409	280	
2412	99	3350	1566	205	1	1	1	3900	3600	1340	870	90	
3226	99	3238	1490	383	1	1	1	4800	4500	1055	536	186	
121	99	2310	1254	198	1.5	1.5	1.5	2850	2550	812	457	74	
1856	50	1706	797	0	0.7	0.7	0.7	2850	2550	379	177	0	
3221	99	3560	1584	374	1	1	1	8850	8550	531	303	121	
247	1	500	500	200	1	1	1	1200	8000	500	500	200	
497	99	3155	1080	596	1	1	1	4950	4650	1182	720	397	
171	1	40	200	1	1	1	1	10000	8000	40	200	1	
1178	25	626	273	318	1	1	1	1500	1200	261	91	187	
2439	30	723	566	134	0.7	0.7	0.7	1950	1650	278	354	84	
1699	50	1602	761	25	1	1	1	2400	2100	356	169	12	
3015	99	3525	1859	98	1	1	1	8850	8550	1611	824	32	
3415	50	1843	859	10	1	1	1	7200	6900	768	358	4	
2321	99	2308	1489	656	1	1	1	7950	7650	1593	996	438	
604	1	555	555	0	1	1	1	900	40000	555	555	0	
1853	70	1783	1275	126	1	1	1	2700	2400	713	510	60	
1879	99	3418	1715	106	1	1	1	8850	8550	1367	953	59	
2288	99	3715	1688	122	1	1	1	7200	6900	1086	938	37	
2144	99	4303	1255	61	0.7	0.7	0.7	5100	4800	1721	502	29	
1296	99	2645	1575	501	1	1	1	6600	6300	1058	625	334	
2084	99	5082	726	0	1	1	1	2550	2250	1155	105	0	
2068	50	1152	450	270	1	1	1	5550	5250	256	100	60	
2450	50	1949	813	2	0.7	0.7	0.7	2400	2100	812	478	1	
990	99	2972	1436	545	1.5	1.5	1.5	5850	5550	1080	725	173	
1282	50	1579	940	34	1	1	1	2400	2100	658	553	20	
1417	99	1415	1613	504	1	1	1	3450	3150	526	896	271	
48	10	182	55	85	0.7	0.7	0.7	600	300	36	22	27	
220	99	1591	1771	222	1.5	1.5	1.5	7200	6900	312	432	111	
3496	99	3039	2432	630	1	1	1	8250	7950	1320	854	315	
2014	99	2628	2006	504	1	1	1	7350	7050	971	754	369	
2233	50	1709	937	139	1	1	1	5700	5400	712	551	82	
298	35	735	348	200	1	1	1	2400	2100	350	139	100	
379	99	2002	1660	80	1	1	1	3600	3300	563	520	53	
908	99	1949	1035	204	1	1	1	2550	2250	690	372	97	
803	50	1303	699	377	1	1	1	4050	3750	543	411	222	
1211	99	2611	1629	-50	0.7	0.7	0.7	5400	5100	691	543	0	
2912	99	3160	1407	425	1	1	1	6300	6000	1204	738	390	
67	50	1838	856	8	1	1	1	1800	1650	492	266	5	
2995	99	3211	1702	696	1	1	1	7200	6900	1811	1202	296	
1158	50	1089	666	145	1	1	1	2400	2100	242	148	69	
274	15	130	114	212	0.7	0.7	0.7	1350	1050	25	32	33	
685	50	1283	612	135	0.7	0.7	0.7	1800	1500	414	266	50	
1952	50	2297	908	0	1	1	1	5550	5250	957	534	0	
2943	99	4018	1607	298	1	1	1	10350	10050	1125	749	159	
2021	99	3506	1513	58	1	1	1	5700	5400	1098	1164	29	
293	99	2194	863	310	1	1.5	1.5	3300	3000	593	345	155	
312	50	2000	875	8	1	1	1	2550	2250	498	277	5	
2622	99	2520	1555	265	1	1	1	3900	3600	1008	622	106	
358	35	523	559	294	1	1	1	2100	1800	201	266	140	
607	25	624	502	128	1	1	1	1500	1200	195	157	61	
973	99	2508	1289	656	1	1	1	6600	6300	1593	996	438	
594	1	966	627	403	1	1	1	2700	120000	966	627	403	
3005	50	1558	782	53	1	1	1	3300	3000	649	326	22	
104	25	675	381	117	1	1	1	1200	900	54	61	14	
2692	50	1229	660	142	1	1	1	2550	2250	512	275	59	
1330	50	1567	937	126	1	1	1	3300	3000	653	551	74	
3354	99	3630	1865	468	1	1	1	9000	8700	1252	646	171	
2625	50	1646	540	106	1	1	1	2250	1950	686	225	44	
3494	99	3274	2369	597	1	1	1	8250	7950	1270	983	251	
3456	99	1468	536	102	1	1	1	7200	6900	695	265	59	
1272	99	5074	1015	106	1	1	1	5250	4950	2114	704	3	
