image60_size	jp_only	name	image40_href	image40_size	rarity	active_skill	atk_max	id	rcv_scale	team_cost	leader_skill	hp_scale	version	atk_scale	rcv_min	atk_min	rcv_max	monster_points	type3	hp_max	element2	element	type2	max_level	awoken_skills	hp_min	name_jp	image60_href	feed_xp	xp_curve	type	
11183	False	Mystic Crystal Dragon, CrystalSkull	/static/img/monsters/40x40/785.de31b0024133.png	4439	6	Wisdom of the Ancients	1309	785	1.0	25	Mystery of the Shining Skull	1.0	293	1.0	64	374	311	5	None	2709	None	3	None	99	[17, 21]	352	神秘の結晶龍・クリスタルスカル	/static/img/monsters/60x60/785.b56c411fc32a.png	1538.0	4000000	4	
11105	False	Mystic Astro Dragon, Nebradisk	/static/img/monsters/40x40/786.b33d68618667.png	4310	6	Wisdom of the Ancients	1330	786	1.0	25	Mystery of the Nebulous Disk	1.0	293	1.0	0	380	0	5	None	2700	None	4	None	99	[18, 21]	350	神秘の円盤龍・ネブラディスク	/static/img/monsters/60x60/786.e541d213b9d0.png	1538.0	4000000	4	
11940	False	Minotaur	/static/img/monsters/40x40/787.9fb2cb341abd.png	4661	2	None	432	787	1.0	6	None	1.0	293	1.0	0	96	0	1	None	725	None	0	None	25	[]	161	ミノタウロス	/static/img/monsters/60x60/787.a867926eb2e2.png	300.0	1500000	6	
12242	False	Beast of the Labyrinth, Minotaur	/static/img/monsters/40x40/788.d8024e3ad10b.png	4685	3	Miracle of Fire	973	788	1.0	12	Spirit of Fire	1.0	293	1.0	0	389	0	1	None	1350	None	0	None	70	[]	580	迷宮の獣人・ミノタウロス	/static/img/monsters/60x60/788.84166c75f18b.png	563.0	1500000	6	
9750	False	Cockatrice	/static/img/monsters/40x40/789.7e6520b250b7.png	4243	2	None	275	789	1.0	6	None	1.0	293	1.0	98	61	206	1	None	428	None	1	None	25	[]	95	コカトリス	/static/img/monsters/60x60/789.60987bf03dd6.png	300.0	1500000	3	
10242	False	Stone Gaze Demon Bird, Cockatrice	/static/img/monsters/40x40/790.36fdc7ece2fe.png	4365	3	Miracle of Ice	620	790	1.0	12	Spirit of Water	1.0	293	1.0	185	248	389	1	None	855	None	1	None	70	[]	342	魔眼の怪鳥・コカトリス	/static/img/monsters/60x60/790.78133d393341.png	563.0	1500000	3	
11044	False	Centaur	/static/img/monsters/40x40/791.7de2092a9436.png	4349	2	None	396	791	1.0	6	None	1.0	293	1.0	43	88	90	1	None	531	None	2	None	25	[]	118	ケンタウロス	/static/img/monsters/60x60/791.1aa851a725ed.png	300.0	1500000	1	
12064	False	Hominal Beast, Centaur	/static/img/monsters/40x40/792.610b16ef7eeb.png	4588	3	Miracle of Wood	890	792	1.0	12	Spirit of Wood	1.0	293	1.0	81	356	170	1	None	1063	None	2	None	70	[]	425	疾駆の人馬・ケンタウロス	/static/img/monsters/60x60/792.36d89ec35693.png	563.0	1500000	1	
10948	False	Cyclops	/static/img/monsters/40x40/793.97cf38126638.png	4302	2	None	401	793	1.0	6	None	1.0	293	1.0	0	89	0	1	None	792	None	3	None	25	[]	176	サイクロプス	/static/img/monsters/60x60/793.f9e16ff16f40.png	300.0	1500000	2	
13016	False	Thunder Giant, Cyclops	/static/img/monsters/40x40/794.29526714ff50.png	4799	3	Double Attack Stance-Lt	803	794	1.0	12	Spirit of Light	1.0	293	1.0	0	361	0	1	None	1635	None	3	None	70	[]	634	雷光の巨漢・サイクロプス	/static/img/monsters/60x60/794.6776bf25d409.png	563.0	1500000	2	
11661	False	Wicked Lady	/static/img/monsters/40x40/795.b1797594baa1.png	4478	2	None	401	795	1.0	6	None	1.0	293	1.0	49	89	103	1	None	468	None	4	None	25	[]	104	ダークレディ	/static/img/monsters/60x60/795.021d6d9b7ef2.png	300.0	1500000	7	
12393	False	Charming Temptress, Wicked Lady	/static/img/monsters/40x40/796.08619f4bf125.png	4671	3	Double Attack Stance-Dk	903	796	1.0	12	Spirit of Darkness	1.0	293	1.0	93	361	195	1	None	935	None	4	None	70	[]	374	魅惑の夜魔・ダークレディ	/static/img/monsters/60x60/796.ef4747109d6f.png	563.0	1500000	7	
8582	False	TAMADRA	/static/img/monsters/40x40/797.c0739aca7b82.png	3888	5	None	100	797	1.0	1	An Ability Awakens!	1.0	293	1.0	100	100	100	1	None	100	None	3	None	1	[]	100	たまドラ	/static/img/monsters/60x60/797.8ea4992b323b.png	10000.0	2000000	12	
13152	False	Samba Ruby Dragon	/static/img/monsters/40x40/798.73bb7d1dc878.png	4806	6	None	831	798	1.0	38	None	1.0	535	1.0	831	831	831	1	None	831	None	0	None	1	[]	831	サンバルビードラゴン	/static/img/monsters/60x60/798.d2c063a9b26f.png	175000.0	2000000	14	
11415	False	Ame no Uzume	/static/img/monsters/40x40/799.2df5203d4523.png	4432	5	Healing Cheer	694	799	1.0	20	Dance of Heavenly Worship	1.0	293	1.0	218	408	371	5000	None	1322	None	0	None	50	[]	551	アメノウズメ	/static/img/monsters/60x60/799.26fa3768ffe0.png	938.0	4000000	5	
8100	False	Goddess of the Art, Ame no Uzume	/static/img/monsters/40x40/800.89ae3aa6acee.png	4137	6	Healing Cheer	1225	800	1.0	25	Dance of Heavenly Worship	1.0	394	1.0	334	625	501	5000	None	2645	0	0	1	99	[14, 9, 9, 22]	1058	技芸の女神・アメノウズメ	/static/img/monsters/60x60/800.4c9df22742bf.png	1163.0	4000000	5	
11826	False	Umisachi&Yamasachi	/static/img/monsters/40x40/801.8301194220ea.png	4691	5	Ritual of the Mountain and Sea	772	801	1.0	20	Great Treasure of Mountain and Sea	1.0	293	1.0	200	454	340	5000	None	1277	2	1	None	50	[]	532	ウミサチヤマサチ	/static/img/monsters/60x60/801.d5ac06e6b064.png	938.0	4000000	5	
8028	False	Gods of Hunt, Umisachi&Yamasachi	/static/img/monsters/40x40/802.715734fd7768.png	4174	6	Ritual of the Mountain and Sea	1251	802	1.0	25	Great Treasure of Mountain and Sea	1.0	394	1.0	306	695	551	5000	None	2555	2	1	None	99	[15, 16, 27, 11]	1022	漁猟の神・ウミサチヤマサチ	/static/img/monsters/60x60/802.1a08a913c43b.png	1163.0	4000000	5	
10296	False	Kushinadahime	/static/img/monsters/40x40/803.c878efdf4f25.png	4156	5	Protection of Divine Wisdom	699	803	1.0	20	Nadeshiko's Affection	1.0	293	1.0	222	411	377	5000	None	1303	None	2	None	50	[]	543	クシナダヒメ	/static/img/monsters/60x60/803.8ea1b4541904.png	938.0	4000000	5	
8559	False	Goddess of Rice Fields, Kushinada	/static/img/monsters/40x40/804.15aa44f32415.png	4350	6	Protection of Divine Wisdom	1332	804	1.0	25	Nadeshiko's Affection	1.0	551	1.0	339	629	610	5000	None	2805	2	2	None	99	[16, 20, 29, 28]	1042	稲田の女神・クシナダヒメ	/static/img/monsters/60x60/804.76dffee5a6de.png	1163.0	4000000	5	
12069	False	Izanagi	/static/img/monsters/40x40/805.01946672544f.png	4716	5	Breath of Creation	843	805	1.0	20	World of God's Intervention	1.0	293	1.0	100	496	170	5000	None	1673	None	3	None	50	[]	697	イザナギ	/static/img/monsters/60x60/805.a932cbafb996.png	938.0	4000000	5	
8228	False	Ancestor of the Gods, Izanagi	/static/img/monsters/40x40/806.77aeec4c7902.png	4180	6	Breath of Creation	1466	806	1.0	25	World of God's Intervention	1.0	384	1.0	153	759	325	5000	None	3345	3	3	None	99	[17, 27, 29, 28]	1338	皇祖の神・イザナギ	/static/img/monsters/60x60/806.10973ab49a47.png	1163.0	4000000	5	
11594	False	Okuninushi	/static/img/monsters/40x40/807.277c4a78cac5.png	4406	5	Virtuous Foundation	629	807	1.0	20	Divine Connection	1.0	293	1.0	1	370	2	5000	None	2522	None	4	None	50	[]	1051	オオクニヌシ	/static/img/monsters/60x60/807.048296b6f4c8.png	938.0	4000000	5	
8494	False	Founder of Nations, Okuninushi	/static/img/monsters/40x40/808.d40700432a82.png	4264	6	Virtuous Foundation	1119	808	1.0	25	Divine Connection	1.0	394	1.0	2	566	54	5000	None	5045	4	4	2	99	[18, 19, 21, 28]	2018	国造の神・オオクニヌシ	/static/img/monsters/60x60/808.f189e9bdf197.png	1163.0	4000000	5	
12295	False	Takeminakata	/static/img/monsters/40x40/809.d41a2ad0e417.png	4842	5	Divine Wind of Creation Flame	692	809	1.0	40	Vine of the Katana God	1.0	293	1.0	147	407	250	10	None	2014	None	3	2	50	[]	839	タケミナカタ	/static/img/monsters/60x60/809.d5ca7776c9d7.png	1688.0	5000000	5	
12700	False	War God of Metal, Takeminakata	/static/img/monsters/40x40/810.51ba561936d1.png	5046	6	Divine Wind of Creation Flame	1021	810	1.0	60	Vine of the Katana God	1.0	293	1.0	225	623	395	10	None	3928	0	3	2	99	[3, 14, 21]	1611	冶金の軍神・タケミナカタ	/static/img/monsters/60x60/810.47d89a91a1f7.png	2475.0	5000000	5	
11400	False	Empress God, Izanami	/static/img/monsters/40x40/811.774883b485ec.png	4414	6	Merciful Protection	768	811	1.0	40	The Holy Undertaking of Genesis	1.0	293	1.0	227	452	386	10	None	1567	1	3	1	50	[]	653	皇妃神・イザナミ	/static/img/monsters/60x60/811.9abf2f6095e9.png	1725.0	5000000	5	
11891	False	Empress of Creation, Izanami	/static/img/monsters/40x40/812.792643d525ae.png	4688	7	Merciful Protection	1239	812	1.0	60	The Holy Undertaking of Genesis	1.0	293	1.0	347	691	549	10	None	3287	1	3	1	99	[17, 7, 9]	1254	万物の妃神・イザナミ	/static/img/monsters/60x60/812.ee6497d3d44e.png	2513.0	5000000	5	
11308	False	Yomi God, Izanami	/static/img/monsters/40x40/813.8fd2bf6545f3.png	4362	6	The Feathered Garment of Yomi	852	813	1.0	40	Yomi's Commandment	1.0	293	1.0	16	501	27	10	None	2162	0	4	2	50	[]	901	黄泉神・イザナミ	/static/img/monsters/60x60/813.1c4297be62b0.png	1725.0	5000000	5	
12093	False	Yomi Mistress, Izanami	/static/img/monsters/40x40/814.075cc9586143.png	4600	7	The Feathered Garment of Yomi	1501	814	1.0	60	Yomi's Commandment	1.0	293	1.0	24	767	57	10	None	4511	0	4	2	99	[18, 8, 9]	1730	黄泉の主神・イザナミ	/static/img/monsters/60x60/814.a332f49e16e2.png	2513.0	5000000	5	
10328	False	Domovoi	/static/img/monsters/40x40/815.a838a3e60020.png	4222	3	None	482	815	1.0	5	None	1.0	293	1.0	76	107	160	1	None	909	None	3	None	25	[]	202	ドモヴォイ	/static/img/monsters/60x60/815.4dd691e414e3.png	300.0	1500000	1	
11039	False	Don Domovoi	/static/img/monsters/40x40/816.d02045f666b4.png	4406	4	Quick Bomb	1085	816	1.0	10	Don's Survival Tips	1.0	293	1.0	144	434	302	1	None	1818	None	3	None	70	[2, 1]	727	ドン・ドモヴォイ	/static/img/monsters/60x60/816.7aebe7361fe0.png	525.0	3000000	1	
12108	False	Grendel	/static/img/monsters/40x40/817.4e04eb1f1af4.png	4486	3	None	459	817	1.0	10	None	1.0	293	1.0	-100	102	-100	1	None	2129	None	0	None	25	[]	473	グレンデル	/static/img/monsters/60x60/817.b545ecc79924.png	488.0	1500000	2	
12652	False	Bronzed Grendel	/static/img/monsters/40x40/818.a530610f4f8f.png	4663	4	Iron Wall Stance	1033	818	1.0	15	Soul of the Giant	1.0	293	1.0	-100	413	-100	1	None	3858	None	0	None	70	[4, 1]	1703	グレンデルサンタン	/static/img/monsters/60x60/818.62eccde0952b.png	713.0	3000000	2	
12907	False	Hrungnir	/static/img/monsters/40x40/819.201fecfd6ab9.png	4877	5	Cold Wave	1096	819	1.0	40	Pride of the Giants' Chief	1.0	293	1.0	0	379	0	10	None	2099	2	1	None	50	[]	531	フルングニル	/static/img/monsters/60x60/819.463ae966da0a.png	1688.0	5000000	2	
13505	False	Absolute Zero Hrungnir	/static/img/monsters/40x40/820.c48c5122d206.png	4937	6	Cold Wave	1504	820	1.0	50	Pride of the Giants' Chief	1.0	293	1.0	0	716	0	10	None	3823	2	1	None	99	[15, 16, 3]	1529	絶対零度フルングニル	/static/img/monsters/60x60/820.4d8b916611d0.png	2100.0	5000000	2	
13415	False	Anne Punt Quettebuss in Love	/static/img/monsters/40x40/821.210295804b6c.png	4921	6	Improved Sweet Shoot	1123	821	1.0	30	Princess's Selfish Love	1.0	365	1.0	280	409	420	1	None	2351	3	3	None	99	[17, 28]	815	恋するアン・パント・ケットバス	/static/img/monsters/60x60/821.4ed85fb4cb08.png	1350.0	3000000	1	
13485	False	Burning Phoenix Knight, Homura	/static/img/monsters/40x40/822.642184ed3a64.png	4984	6	Fire Orb Change	1273	822	1.0	24	Soul Flame of the Phoenix	1.0	413	1.0	259	782	389	1	None	2334	0	0	None	99	[27, 14, 1]	1064	バーンフェニックスナイト・ホムラ	/static/img/monsters/60x60/822.5523ed1509fb.png	1125.0	3000000	1	
13586	False	Torrential Fenrir Knight, Kamui	/static/img/monsters/40x40/823.538861d5e51b.png	5059	6	Water Orb Change	1353	823	1.0	24	Shining Fangs of the Fenrir	1.0	402	1.0	217	835	326	1	None	2137	1	1	None	99	[27, 15, 1]	970	フラッドフェンリルナイト・カムイ	/static/img/monsters/60x60/823.0f2ca7a41d23.png	1125.0	3000000	1	
12688	False	Ancient Dragon Knight, Zeal	/static/img/monsters/40x40/824.697c83f89954.png	4853	6	Wood Orb Change	1312	824	1.0	24	Fury of the Dragon Knight	1.0	413	1.0	224	808	336	1	None	2238	2	2	1	99	[27, 16, 1]	1018	エンシェントドラゴンナイト・セロ	/static/img/monsters/60x60/824.db50b1a931d1.png	1125.0	3000000	4	
13081	False	Godly Knight of the Sky, Verche	/static/img/monsters/40x40/825.c3e32e7bbc71.png	4872	6	Light Orb Change	1297	825	1.0	24	Divine Revelation	1.0	412	1.0	252	798	378	1	None	2179	3	3	1	99	[27, 17, 1]	990	スカイゴッドナイト・ヴァーチェ	/static/img/monsters/60x60/825.3f743ab8b27d.png	1125.0	3000000	5	
12699	False	Chaos Dragon Knight, Voice	/static/img/monsters/40x40/826.fefeb70f697d.png	4839	6	Dark Orb Change	1336	826	1.0	24	Dragon Knight's Resolve	1.0	413	1.0	210	824	315	1	None	2297	4	4	1	99	[27, 18, 1]	1046	カオスドラゴンナイト・ヴォイス	/static/img/monsters/60x60/826.9ba68c82bce1.png	1125.0	3000000	4	
13067	False	Shugen Demon, Shouki	/static/img/monsters/40x40/827.366a7d537da1.png	4915	3	None	414	827	1.0	7	Resolve	1.0	293	1.0	3	92	6	1	None	1085	None	3	None	25	[]	241	修験鬼・ショウキ	/static/img/monsters/60x60/827.5f67a16c849e.png	375.0	2000000	2	
13376	False	Protection Demon of Light, Shouki	/static/img/monsters/40x40/828.965698374403.png	5006	4	Thunder Strike	1033	828	1.0	11	Resolve	1.0	293	1.0	5	373	11	1	None	2170	None	3	None	70	[21, 21]	868	光の守護鬼・ショウキ	/static/img/monsters/60x60/828.26a67f32815b.png	563.0	2000000	2	
12998	False	Shugen Demon, Jyaki	/static/img/monsters/40x40/829.228df9a72144.png	5007	3	None	419	829	1.0	7	Resolve	1.0	293	1.0	2	93	4	1	None	1103	None	4	None	25	[]	245	修験鬼・ジャキ	/static/img/monsters/60x60/829.5eb15c9859f3.png	375.0	2000000	2	
12986	False	Protection Demon of Dark, Jyaki	/static/img/monsters/40x40/830.72f03de53d7f.png	5007	4	Dark Strike	1043	830	1.0	11	Resolve	1.0	293	1.0	4	377	8	1	None	2205	None	4	None	70	[21, 21]	882	闇の守護鬼・ジャキ	/static/img/monsters/60x60/830.7f30eda0102d.png	563.0	2000000	2	
9766	False	Top Droidragon	/static/img/monsters/40x40/831.1217cf4eebea.png	4211	6	Search	1020	831	1.0	25	Super Metallic Body	1.0	535	1.0	36	360	360	1	None	3060	1	2	4	99	[13, 11, 12, 13, 11, 12, 13, 11, 12]	360	トップ・ドロイドラゴン	/static/img/monsters/60x60/831.3cdde30367b6.png	1163.0	3000000	2	
9509	False	Kozukura	/static/img/monsters/40x40/832.aef5f4f227b2.png	3846	2	None	99	832	1.0	5	None	1.0	293	1.0	5	22	11	1	None	446	None	1	None	15	[]	99	コズクラ	/static/img/monsters/60x60/832.02a6b9f491aa.png	263.0	1000000	2	
9476	False	Fukuragi	/static/img/monsters/40x40/833.2e8487c39b45.png	3812	3	None	223	833	1.0	10	Toyama Bay's Blessing	1.0	293	1.0	10	89	21	1	None	893	None	1	None	25	[]	357	フクラギ	/static/img/monsters/60x60/833.699be806c8e1.png	488.0	1500000	2	
9839	False	Amberjack	/static/img/monsters/40x40/834.d810e2f1b698.png	4022	4	Fresh!	503	834	1.0	12	Toyama Bay's Fortune	1.0	293	1.0	19	201	40	1	None	1785	None	1	None	70	[]	714	ブリ	/static/img/monsters/60x60/834.048650403c4b.png	600.0	3000000	2	
11770	False	King of Toyama Bay, Amberjack	/static/img/monsters/40x40/835.109a5a5f8463.png	4583	5	Fresh!	1133	835	1.0	20	Toyama Bay's Treasure	1.0	293	1.0	36	453	76	1	None	3170	1	1	None	99	[15, 15]	1428	富山湾の王者・ブリ	/static/img/monsters/60x60/835.3962d03f0fb3.png	938.0	4000000	2	
7611	False	Firefly Squid	/static/img/monsters/40x40/836.95864e545a92.png	3320	3	None	648	836	1.0	8	None	1.0	293	1.0	25	144	53	1	None	464	None	3	None	25	[]	103	ホタルイカ	/static/img/monsters/60x60/836.c15c2b88d9ac.png	413.0	1500000	6	
10070	False	Mystery of Toyama Bay, Firefly Squid	/static/img/monsters/40x40/837.45d2865ed2a4.png	4347	4	Flashing Field	1458	837	1.0	12	The Flavor of Okizuke Marinade	1.0	293	1.0	48	583	101	1	None	928	None	3	None	70	[17, 7]	371	富山湾の神秘・ホタルイカ	/static/img/monsters/60x60/837.e34fbe6f440a.png	600.0	3000000	6	
7429	False	Velvet Shrimp	/static/img/monsters/40x40/838.ce9782c7f519.png	3475	3	None	401	838	1.0	8	None	1.0	293	1.0	59	89	124	1	None	797	None	0	None	25	[]	177	シロエビ	/static/img/monsters/60x60/838.418d0b545683.png	413.0	1500000	1	
11476	False	Jewel of Toyama Bay, Velvet Shrimp	/static/img/monsters/40x40/839.eaa09b144074.png	4317	4	Enhanced Fire Orbs	903	839	1.0	12	At Long Last	1.0	293	1.0	112	361	235	1	None	1595	None	0	None	70	[14, 4]	638	富山湾の宝石・シロエビ	/static/img/monsters/60x60/839.0ed4830a5271.png	600.0	3000000	1	
11487	False	Amitan	/static/img/monsters/40x40/840.96171eaa663e.png	4469	5	Smiling Palm	428	840	1.0	15	Amitan's Protection	1.0	293	1.0	107	95	225	5	None	1301	None	2	None	50	[]	289	あみたん	/static/img/monsters/60x60/840.081fe06cca16.png	750.0	4000000	5	
10949	False	Amitaka & Kanon & Cecil	/static/img/monsters/40x40/841.8dfe4c4b36aa.png	4448	6	Smiling Palm	963	841	1.0	25	Amitan's Protection	1.0	293	1.0	203	385	426	5	None	2603	3	2	None	99	[24, 9, 21]	1041	阿弥貴&カノン&セシル	/static/img/monsters/60x60/841.e4bada5bc563.png	1163.0	4000000	5	
12985	False	Rumbling Blazing King Apollo	/static/img/monsters/40x40/882.767acc76df15.png	4955	6	Flame of Olympus	1327	882	1.0	25	Psyche Nectar	1.0	293	1.0	188	823	312	1	None	2619	1	0	None	99	[14, 22]	1213	騎迅轟破灼炎王アポロ	/static/img/monsters/60x60/882.4fb1000a5e5c.png	1163.0	4000000	1	
13755	False	Light Dragon Emperor Saiga	/static/img/monsters/40x40/883.90b03998a874.png	5103	7	Shinrabansho	1247	883	1.0	55	Seal-Breaking Magic	1.0	293	1.0	145	873	218	1	None	2926	3	3	5	99	[17, 21]	1239	光龍帝サイガ	/static/img/monsters/60x60/883.9e6e626500c1.png	2325.0	4000000	4	
13690	False	Stray Soul Beast Izuna	/static/img/monsters/40x40/884.a713c25be309.png	5100	4	Magic-Draining Light	922	884	1.0	10	Soul Beast Release	1.0	293	1.0	258	439	387	1	None	339	None	4	None	50	[]	154	はぐれ魂獣イヅナ	/static/img/monsters/60x60/884.2a45e869914b.png	525.0	1500000	3	
13323	False	Nine-Tailed Izuna	/static/img/monsters/40x40/885.1bf8abc1d68e.png	5072	5	Magic-Draining Light	1328	885	1.0	20	Soul Beast Release	1.0	293	1.0	348	830	522	1	None	596	None	4	None	99	[8, 9]	271	白面金剛九尾イヅナ	/static/img/monsters/60x60/885.25bc7aa9206b.png	938.0	3000000	3	
13461	False	Emperor Masterion	/static/img/monsters/40x40/886.dd5a5809fc80.png	5070	5	Dark Blaster	626	886	1.0	40	Imperial Realm	1.0	293	1.0	7	139	15	5	None	1539	None	4	None	50	[]	342	皇帝マステリオン	/static/img/monsters/60x60/886.b78ded76daf1.png	1688.0	4000000	7	
13572	False	Demon King Masterion	/static/img/monsters/40x40/887.c9a3cd925fe6.png	5064	6	Dark Blaster	1408	887	1.0	50	Imperial Demon Realm	1.0	293	1.0	14	563	29	5	None	3078	None	4	None	99	[8, 8]	1231	魔王マステリオン	/static/img/monsters/60x60/887.ad1058060b91.png	2100.0	4000000	7	
12692	False	Feline Deity of Harmony, Bastet	/static/img/monsters/40x40/888.e515462a28ff.png	4758	7	Spread Cats	1107	888	1.0	35	Cat Orchestra	1.0	547	1.0	390	738	685	5000	None	3010	3	2	3	99	[13, 19, 24, 28, 30, 21]	1204	響奏の愛猫神・バステト	/static/img/monsters/60x60/888.f6033a662886.png	1575.0	4000000	5	
12757	False	War Deity of Fury, Ares	/static/img/monsters/40x40/889.311075de1045.png	4636	7	Double Attack Stance-Fr	2244	889	1.0	35	Secret Art of the War Deity	1.0	293	1.0	0	1296	0	5000	None	2912	4	0	6	99	[27, 21, 11, 22, 33, 28]	701	狂荒の戦軍神・アレス	/static/img/monsters/60x60/889.44c342072f3a.png	1575.0	4000000	5	
13121	False	Commerce Deity of Dreams, Hermes	/static/img/monsters/40x40/890.a952529f5ebf.png	4912	7	Double Attack Stance-Wt	1498	890	1.0	35	Secret Art of the Commerce Deity	1.0	293	1.0	91	932	204	5000	None	3774	3	1	2	99	[28, 21, 21, 23, 33, 23]	739	夢来の商業神・ヘルメス	/static/img/monsters/60x60/890.e6708cb1adbd.png	1575.0	4000000	5	
13088	False	Hunt God of the Holy Bow, Artemis	/static/img/monsters/40x40/891.1d42ee656779.png	4947	7	Double Attack Stance-Wd	1565	891	1.0	35	Secret Art of the Hunting Deity	1.0	293	1.0	95	943	361	5000	None	3090	3	2	1	99	[27, 21, 11, 24, 33, 28]	725	聖弓の狩猟神・アルテミス	/static/img/monsters/60x60/891.acad5e1707a1.png	1575.0	4000000	5	
13206	False	Solar God of Heaven's Bow, Apollo	/static/img/monsters/40x40/892.0152b7ffdfaf.png	4896	7	Double Attack Stance-Lt	1453	892	1.0	35	Soul of the Solar Deity	1.0	293	1.0	231	902	496	5000	None	3358	0	3	2	99	[29, 29, 27, 21, 33, 28]	1112	天弓の光明神・アポロン	/static/img/monsters/60x60/892.121389a8896a.png	1575.0	4000000	5	
12950	False	Queen of Condemnation, Persephone	/static/img/monsters/40x40/893.880ae45a2b10.png	4877	7	Double Attack Stance-Dk	1507	893	1.0	35	Soul of the Hell Queen	1.0	293	1.0	340	719	560	5000	None	3139	0	4	7	99	[29, 29, 27, 21, 32, 28]	1278	断罪の冥府神・ペルセポネ	/static/img/monsters/60x60/893.d4f6a10fc85f.png	1575.0	4000000	5	
13648	False	Dark Liege, Vampire Duke	/static/img/monsters/40x40/894.af7e1b23c549.png	4845	6	Attack Stance - Dark	1268	894	1.0	35	Midnight Smile	1.0	293	1.0	281	988	463	1	None	2896	1	4	7	99	[1, 18, 2]	1616	闇黒魔王・ヴァンパイアデューク	/static/img/monsters/60x60/894.6b9d1873b2e3.png	1538.0	4000000	1	
13584	False	Arcane Monarch, Vampire Duke	/static/img/monsters/40x40/895.9d8b8eb4748b.png	4850	6	Attack Stance - Dark	1218	895	1.0	35	Dark Ambition	1.0	293	1.0	281	988	363	1	None	3796	4	1	7	99	[3, 18, 2, 28]	1616	魔焉皇帝・ヴァンパイアデューク	/static/img/monsters/60x60/895.b2ed94f9d7c5.png	1538.0	4000000	2	
11214	False	Red Chaser	/static/img/monsters/40x40/896.513f63930400.png	4678	3	Southern Seven-Star Formation	441	896	1.0	6	None	1.0	293	1.0	4	98	8	1	None	828	None	0	8	25	[]	184	レッドチェイサー	/static/img/monsters/60x60/896.7146ab9a8a14.png	338.0	1500000	2	
