ASListID	AwokenSkillOne	AwokenSkillTwo	AwokenSkillThree	AwokenSkillFour	AwokenSkillFive	AwokenSkillSix	AwokenSkillSeven	AwokenSkillEight	AwokenSkillNine
3370	'Skill Boost'	'Skill Boost'	'Resistance-Skill Bind'	'Resistance-Skill Bind'	'Physical Killer'	'God Killer'	'Attacker Killer'	'Healer Killer'	'Balanced Killer'	
679	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1277	'Enhanced Dark Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2614	'Resistance-Skill Bind'	'Reduce Dark Damage'	'Reduce Dark Damage'	'Reduce Dark Damage'	'Resistance-Skill Bind'	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	'Multi Boost'	
677	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
835	'Enhanced Water Orbs'	'Enhanced Water Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3561	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1546	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2314	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	'Enhanced Attack'	'Two-Pronged Attack'	'Enhanced Fire Orbs'	'Skill Boost'	'Enhanced Fire Orbs'	NULL	NULL	
230	'Two-Pronged Attack'	'Enhanced Water Orbs'	'Enhanced HP'	NULL	NULL	NULL	NULL	NULL	NULL	
2456	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2724	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1659	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2568	'Resistance-Dark'	'Two-Pronged Attack'	'Resistance-Dark'	'Two-Pronged Attack'	'Enhanced Wood Attribute'	'Skill Boost'	'Resistance-Skill Bind'	'Multi Boost'	'Guard Break'	
2831	'Two-Pronged Attack'	'Extend Time'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2085	'Resistance-Bind'	'Resistance-Bind'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1837	'Enhanced Wood Orbs'	'Two-Pronged Attack'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	NULL	NULL	
548	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
594	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
986	'Two-Pronged Attack'	'Two-Pronged Attack'	'Enhanced Water Attribute'	'Skill Boost'	'God Killer'	'Resistance-Skill Bind'	NULL	NULL	NULL	
139	'Recover Bind'	'Resistance-Bind'	'Resistance-Bind'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	
2911	'Resistance-Bind'	'Resistance-Bind'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	
761	'Reduce Light Damage'	'Reduce Light Damage'	'Resistance-Bind'	'Resistance-Bind'	'Recover Bind'	NULL	NULL	NULL	NULL	
512	'Two-Pronged Attack'	'Enhanced Fire Orbs'	'Enhanced Attack'	NULL	NULL	NULL	NULL	NULL	NULL	
3544	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3080	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	'Skill Boost'	'Multi Boost'	NULL	NULL	NULL	NULL	
1821	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
278	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3418	'Enhanced Light Orbs'	'Extend Time'	'Extend Time'	'Resistance-Skill Bind'	'Enhanced Light Orbs'	'Skill Boost'	'Extend Time'	'Enhanced Light Orbs'	'Enhanced Combo'	
1929	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
237	'Extend Time'	'Skill Boost'	'Enhanced Fire Attribute'	'Enhanced Fire Attribute'	NULL	NULL	NULL	NULL	NULL	
345	'Enhanced Water Attribute'	'Enhanced HP'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3457	'Two-Pronged Attack'	'Skill Boost'	'Resistance-Dark'	'Resistance-Dark'	'Extend Time'	NULL	NULL	NULL	NULL	
2408	'Enhanced Dark Orbs'	'Enhanced Dark Orbs'	'Enhanced Dark Orbs'	'Enhanced Dark Orbs'	'Enhanced Dark Orbs'	'Reduce Light Damage'	'Reduce Light Damage'	'Reduce Light Damage'	'Skill Boost'	
2694	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3421	'Auto-Recover'	'Auto-Recover'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
148	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3252	'Skill Boost'	'Skill Boost'	'Skill Boost'	'Enhanced Dark Orbs'	'Enhanced Dark Orbs'	'Enhanced Dark Orbs'	NULL	NULL	NULL	
1945	'Two-Pronged Attack'	'Skill Boost'	'Extend Time'	NULL	NULL	NULL	NULL	NULL	NULL	
1637	'Enhanced Light Orbs'	'Resistance-Dark'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1263	'Enhanced Fire Orbs'	'Enhanced Wood Orbs'	'Enhanced Light Orbs'	'Enhanced Fire Attribute'	'Enhanced Light Attribute'	'Two-Pronged Attack'	'Skill Boost'	NULL	NULL	
2293	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2290	'Two-Pronged Attack'	'Enhanced Dark Attribute'	'Enhanced Dark Attribute'	'Skill Boost'	'Two-Pronged Attack'	'Resistance-Skill Bind'	'Machine Killer'	NULL	NULL	
1847	'Enhanced Dark Orbs'	'Skill Boost'	'Resistance-Skill Bind'	'Enhanced Dark Orbs'	'Skill Boost'	'Two-Pronged Attack'	'Extend Time'	'Enhanced Dark Orbs'	'Multi Boost'	
545	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2425	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
831	'Resistance-Poison'	'Resistance-Dark'	'Resistance-Jammers'	'Resistance-Poison'	'Resistance-Dark'	'Resistance-Jammers'	'Resistance-Poison'	'Resistance-Dark'	'Resistance-Jammers'	
2646	'Skill Boost'	'Enhanced Dark Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
106	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
350	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3507	'Skill Boost'	'Enhanced Wood Attribute'	'Skill Boost'	'Enhanced Wood Attribute'	'Enhanced Wood Attribute'	'Resistance-Bind'	'Resistance-Bind'	'Resistance-Skill Bind'	'Extend Time'	
41	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1650	'Enhanced Fire Orbs'	'Skill Boost'	'Two-Pronged Attack'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	NULL	
1152	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2400	'Enhanced Light Attribute'	'Skill Boost'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	NULL	NULL	
1634	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1922	'Enhanced Light Orbs'	'Enhanced Dark Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	
58	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2811	'Two-Pronged Attack'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Skill Boost'	'Resistance-Skill Bind'	'Enhanced Wood Attribute'	'Enhanced Wood Attribute'	'Resistance-Bind'	'Resistance-Bind'	
1235	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2182	'Two-Pronged Attack'	'Skill Boost'	'Resistance-Poison'	NULL	NULL	NULL	NULL	NULL	NULL	
2195	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1727	'Enhanced HP'	'Enhanced Light Orbs'	'Enhanced Heart Orbs'	'Two-Pronged Attack'	'Enhanced Light Orbs'	'Skill Boost'	NULL	NULL	NULL	
3286	'Two-Pronged Attack'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1862	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1779	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
722	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2620	'Skill Boost'	'Enhanced Dark Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2050	'Two-Pronged Attack'	'Skill Boost'	'Enhanced Light Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	
3639	'Extend Time'	'Skill Boost'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	NULL	NULL	
2750	'Enhanced Heart Orbs'	'Enhanced Heart Orbs'	'Two-Pronged Attack'	'Skill Boost'	'Enhanced Light Orbs'	'Two-Pronged Attack'	'Resistance-Skill Bind'	'Enhanced Light Orbs'	NULL	
2893	'Two-Pronged Attack'	'Skill Boost'	'Resistance-Skill Bind'	'Two-Pronged Attack'	'Enhanced Dark Orbs'	'Enhanced Dark Orbs'	NULL	NULL	NULL	
2626	'Resistance-Dark'	'Resistance-Dark'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1968	'Enhanced Wood Attribute'	'Two-Pronged Attack'	'Skill Boost'	'Resistance-Skill Bind'	'Two-Pronged Attack'	NULL	NULL	NULL	NULL	
373	'Enhanced Wood Attribute'	'Enhanced Heart Orbs'	'Enhanced Wood Attribute'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	
2405	'Enhanced Dark Orbs'	'Resistance-Dark'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3220	'Extend Time'	'Skill Boost'	'Enhanced Water Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	
2823	'Resistance-Dark'	'Resistance-Dark'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2211	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1947	'Enhanced Fire Attribute'	'Recover Bind'	'Enhanced Fire Orbs'	'Extend Time'	'Enhanced Fire Attribute'	NULL	NULL	NULL	NULL	
3407	'Resistance-Bind'	'Resistance-Bind'	'Resistance-Skill Bind'	'Skill Boost'	'Extend Time'	'Extend Time'	NULL	NULL	NULL	
1248	'Enhanced Dark Attribute'	'Resistance-Skill Bind'	'Auto-Recover'	NULL	NULL	NULL	NULL	NULL	NULL	
1474	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
674	'Enhanced Wood Orbs'	'Two-Pronged Attack'	'Extend Time'	NULL	NULL	NULL	NULL	NULL	NULL	
3113	'Enhanced Water Orbs'	'Enhanced Water Orbs'	'Enhanced Water Orbs'	'Enhanced Water Orbs'	'Enhanced Water Orbs'	'Enhanced Water Orbs'	'Enhanced Water Orbs'	'Resistance-Skill Bind'	'Skill Boost'	
3100	'Skill Boost'	'Skill Boost'	'Extend Time'	'Machine Killer'	NULL	NULL	NULL	NULL	NULL	
298	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2631	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2787	'Skill Boost'	'Enhanced Water Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3081	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
583	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
406	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1871	'Extend Time'	'Skill Boost'	'Two-Pronged Attack'	NULL	NULL	NULL	NULL	NULL	NULL	
1167	'Enhanced Water Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2300	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1622	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1331	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	'Enhanced Fire Attribute'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	NULL	
2933	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1677	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3076	'Resistance-Bind'	'Resistance-Bind'	'Skill Boost'	'Enhanced Water Attribute'	'Resistance-Skill Bind'	'Extend Time'	'Extend Time'	'Recover Bind'	'Skill Boost'	
198	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1008	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1095	'Enhanced Water Attribute'	'Skill Boost'	'Enhanced Water Attribute'	'Two-Pronged Attack'	NULL	NULL	NULL	NULL	NULL	
1260	'Skill Boost'	'Enhanced Wood Attribute'	'Skill Boost'	'Enhanced Wood Attribute'	'God Killer'	'Resistance-Skill Bind'	NULL	NULL	NULL	
1874	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2629	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
25	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3041	'Resistance-Jammers'	'Resistance-Jammers'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3396	'Skill Boost'	'Skill Boost'	'Skill Boost'	'Extend Time'	'Enhanced Fire Attribute'	'Enhanced Fire Attribute'	NULL	NULL	NULL	
30	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2548	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2513	'Enhanced Dark Orbs'	'Enhanced Fire Orbs'	'Enhanced Water Orbs'	'Enhanced Dark Orbs'	'Enhanced Dark Orbs'	'Enhanced Dark Orbs'	'Enhanced Dark Orbs'	'Skill Boost'	'Extend Time'	
1069	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1529	'Enhanced Light Orbs'	'Resistance-Poison'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
363	'Skill Boost'	'Resistance-Bind'	'Resistance-Bind'	'Skill Boost'	'Auto-Recover'	NULL	NULL	NULL	NULL	
1299	'Enhanced Light Orbs'	'Two-Pronged Attack'	'Enhanced Heart Orbs'	'Resistance-Skill Bind'	'Devil Killer'	'Skill Boost'	'Enhanced Light Orbs'	'Enhanced Light Orbs'	NULL	
2670	'Recover Bind'	'Resistance-Bind'	'Resistance-Bind'	'Resistance-Skill Bind'	'Skill Boost'	'Enhanced Wood Attribute'	NULL	NULL	NULL	
2765	'Two-Pronged Attack'	'Two-Pronged Attack'	'Skill Boost'	'Extend Time'	'Machine Killer'	'Attacker Killer'	'God Killer'	NULL	NULL	
3278	'Resistance-Skill Bind'	'Resistance-Skill Bind'	'Resistance-Skill Bind'	'Resistance-Skill Bind'	'Skill Boost'	'Skill Boost'	NULL	NULL	NULL	
2564	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2577	'Extend Time'	'Reduce Fire Damage'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1750	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	'Enhanced Water Orbs'	'Enhanced Water Orbs'	NULL	NULL	NULL	NULL	NULL	
349	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3493	'Resistance-Skill Bind'	'Skill Boost'	'Skill Boost'	'Enhanced Water Attribute'	'Enhanced Water Attribute'	'Two-Pronged Attack'	'Enhanced Water Orbs'	'Enhanced Water Orbs'	'Extend Time'	
3411	'Resistance-Bind'	'Resistance-Bind'	'Recover Bind'	'Skill Boost'	'Resistance-Skill Bind'	'Extend Time'	'Reduce Dark Damage'	'Reduce Dark Damage'	'Reduce Dark Damage'	
1516	'Two-Pronged Attack'	'Enhanced Wood Attribute'	'Enhanced Heart Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	
413	'Enhanced Water Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3455	'Enhanced Dark Orbs'	'Skill Boost'	'Enhanced Water Orbs'	'Enhanced Dark Orbs'	'Enhanced Combo'	'Enhanced Combo'	NULL	NULL	NULL	
1615	'Two-Pronged Attack'	'Enhanced Fire Attribute'	'Resistance-Skill Bind'	'Skill Boost'	'Dragon Killer'	'Attacker Killer'	NULL	NULL	NULL	
1218	'Enhanced Light Orbs'	'Resistance-Jammers'	'Resistance-Dark'	'Resistance-Skill Bind'	'Enhanced Light Orbs'	'Skill Boost'	'Extend Time'	NULL	NULL	
2237	'Two-Pronged Attack'	'Skill Boost'	'Resistance-Dark'	'Enhanced Wood Attribute'	'Resistance-Skill Bind'	'Enhanced Wood Attribute'	'Enhanced Wood Attribute'	NULL	NULL	
3562	'Skill Boost'	'Extend Time'	'Guard Break'	'Balanced Killer'	NULL	NULL	NULL	NULL	NULL	
1078	'Reduce Water Damage'	'Reduce Water Damage'	'Enhanced Water Orbs'	'Skill Boost'	'Enhanced Water Orbs'	'Enhanced Water Attribute'	'Enhanced Water Orbs'	'Enhanced Water Attribute'	'Skill Boost'	
229	'Two-Pronged Attack'	'Enhanced Fire Orbs'	'Enhanced HP'	NULL	NULL	NULL	NULL	NULL	NULL	
3151	'Enhanced Wood Orbs'	'Enhanced Water Orbs'	'Enhanced Light Orbs'	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	'Skill Boost'	'Extend Time'	
1985	'Resistance-Bind'	'Resistance-Bind'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1144	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2923	'Resistance-Bind'	'Resistance-Bind'	'Enhanced Dark Attribute'	'Enhanced Dark Attribute'	NULL	NULL	NULL	NULL	NULL	
750	'Enhanced Wood Orbs'	'Enhanced Light Orbs'	'Enhanced Dark Orbs'	'Enhanced Wood Attribute'	NULL	NULL	NULL	NULL	NULL	
1276	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2430	'Skill Boost'	'Enhanced Water Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
483	'Enhanced HP'	'Enhanced Attack'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	
1053	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2797	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
441	'Enhanced Fire Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2789	'Reduce Dark Damage'	'Reduce Dark Damage'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1990	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2912	'Awaken Material Killer'	'Physical Killer'	'Attacker Killer'	'Balanced Killer'	'Skill Boost'	NULL	NULL	NULL	NULL	
1690	'Enhanced Fire Orbs'	'Resistance-Jammers'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3393	'Resistance-Bind'	'Resistance-Bind'	'Extend Time'	'Extend Time'	'Extend Time'	'Skill Boost'	'Resistance-Skill Bind'	'Two-Pronged Attack'	'Two-Pronged Attack'	
3265	'Resistance-Bind'	'Resistance-Bind'	'Skill Boost'	'Skill Boost'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Extend Time'	'Extend Time'	'Resistance-Skill Bind'	
2676	'Two-Pronged Attack'	'Skill Boost'	'Resistance-Skill Bind'	'Extend Time'	NULL	NULL	NULL	NULL	NULL	
2319	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2383	'Enhanced Water Orbs'	'Enhanced Wood Orbs'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	NULL	NULL	
3249	'Enhanced Dark Orbs'	'Enhanced Water Orbs'	'Enhanced Wood Orbs'	'Enhanced Dark Orbs'	'Enhanced Dark Orbs'	'Enhanced Dark Orbs'	'Enhanced Dark Orbs'	'Skill Boost'	'Extend Time'	
2999	'Skill Boost'	'Extend Time'	'Resistance-Skill Bind'	'Enhanced Dark Attribute'	'Resistance-Bind'	'Resistance-Bind'	'Recover Bind'	'Enhanced Dark Attribute'	'Enhanced Dark Attribute'	
1156	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
607	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2286	'Enhanced Water Orbs'	'Enhanced Water Orbs'	'Enhanced Water Orbs'	'Enhanced Water Orbs'	'Enhanced Water Orbs'	'Reduce Water Damage'	'Reduce Water Damage'	'Reduce Water Damage'	'Reduce Water Damage'	
2710	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
141	'Enhanced Dark Orbs'	'Extend Time'	'Extend Time'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	NULL	
1977	'Two-Pronged Attack'	'Skill Boost'	'Reduce Water Damage'	'Reduce Water Damage'	'Reduce Water Damage'	'Reduce Water Damage'	NULL	NULL	NULL	
3246	'Two-Pronged Attack'	'Skill Boost'	'Extend Time'	'Two-Pronged Attack'	'Resistance-Skill Bind'	'Extend Time'	NULL	NULL	NULL	
3588	'Enhanced Light Orbs'	'Enhanced Light Orbs'	'Skill Boost'	'Resistance-Skill Bind'	'Resistance-Skill Bind'	'Enhanced Light Attribute'	'Enhanced Light Attribute'	'Enhanced Light Attribute'	NULL	
1259	'Skill Boost'	'Enhanced Wood Attribute'	'Skill Boost'	'Enhanced Wood Attribute'	'Dragon Killer'	'Resistance-Skill Bind'	NULL	NULL	NULL	
1155	'Skill Boost'	'Enhanced Wood Orbs'	'Two-Pronged Attack'	'Two-Pronged Attack'	NULL	NULL	NULL	NULL	NULL	
3541	'Enhanced Water Orbs'	'Enhanced Water Orbs'	'Resistance-Skill Bind'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	
3049	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3292	'Two-Pronged Attack'	'Enhanced Fire Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
907	'Resistance-Bind'	'Resistance-Poison'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2601	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1688	'Resistance-Skill Bind'	'Skill Boost'	'Enhanced Wood Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	
808	'Enhanced Dark Orbs'	'Extend Time'	'Skill Boost'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	NULL	
882	'Enhanced Fire Orbs'	'Enhanced Fire Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
975	'Enhanced Water Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
162	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2260	'Enhanced Dark Orbs'	'Recover Bind'	'Extend Time'	'Extend Time'	NULL	NULL	NULL	NULL	NULL	
1121	'Enhanced Fire Attribute'	'Enhanced Fire Orbs'	'Enhanced Fire Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	
1074	'Enhanced Dark Attribute'	'Recover Bind'	'Skill Boost'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	NULL	
273	'Enhanced Attack'	'Enhanced Attack'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2333	'Enhanced Fire Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
20	'Enhanced HP'	'Enhanced Attack'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	
2328	'Enhanced Fire Attribute'	'Two-Pronged Attack'	'Skill Boost'	'Resistance-Bind'	'Resistance-Bind'	'Recover Bind'	'Two-Pronged Attack'	'Two-Pronged Attack'	NULL	
1123	'Enhanced Water Attribute'	'Two-Pronged Attack'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	
2013	'Resistance-Bind'	'Resistance-Bind'	'Extend Time'	'Auto-Recover'	'Extend Time'	'Resistance-Skill Bind'	'Skill Boost'	'Auto-Recover'	NULL	
2493	'Skill Boost'	'Resistance-Bind'	'Resistance-Bind'	'Recover Bind'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Two-Pronged Attack'	NULL	NULL	
1346	'Enhanced Wood Attribute'	'Enhanced Heart Orbs'	'Enhanced Wood Attribute'	'Skill Boost'	'Devil Killer'	'Resistance-Skill Bind'	NULL	NULL	NULL	
3026	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3262	'Enhanced Fire Attribute'	'Enhanced Fire Attribute'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Skill Boost'	'Skill Boost'	'Resistance-Skill Bind'	'Extend Time'	'Two-Pronged Attack'	
3597	'Two-Pronged Attack'	'Skill Boost'	'Resistance-Skill Bind'	'Extend Time'	NULL	NULL	NULL	NULL	NULL	
2647	'Skill Boost'	'Enhanced Fire Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1310	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
689	'Enhanced HP'	'Enhanced Fire Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2246	'Two-Pronged Attack'	'Skill Boost'	'Resistance-Skill Bind'	'Two-Pronged Attack'	NULL	NULL	NULL	NULL	NULL	
3367	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3361	'Resistance-Bind'	'Resistance-Bind'	'Skill Boost'	'Extend Time'	'Enhanced Dark Orbs'	'Enhanced Dark Orbs'	'Enhanced Dark Orbs'	'Enhanced Dark Orbs'	NULL	
1663	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3425	'Resistance-Skill Bind'	'Extend Time'	'Skill Boost'	'Extend Time'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Resistance-Bind'	'Resistance-Bind'	
211	'Reduce Fire Damage'	'Reduce Fire Damage'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	
1883	'Skill Boost'	'Skill Boost'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Multi Boost'	NULL	NULL	NULL	NULL	
1071	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
737	'Skill Boost'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2732	'Enhanced Fire Orbs'	'Enhanced Water Orbs'	'Enhanced Wood Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	
2914	'Enhance Material Killer'	'Healer Killer'	'God Killer'	'Machine Killer'	'Skill Boost'	NULL	NULL	NULL	NULL	
324	'Enhanced Fire Attribute'	'Skill Boost'	'Enhanced Fire Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	
271	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
632	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
636	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
949	'Enhanced Fire Orbs'	'Reduce Fire Damage'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3324	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2780	'Skill Boost'	'Skill Boost'	'Skill Boost'	'Extend Time'	'Resistance-Skill Bind'	'Enhanced Light Attribute'	'Enhanced Light Attribute'	'Enhanced Light Attribute'	'God Killer'	
1832	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1324	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
