MonsterID	MonsterName	MonsterNameJP	Rarity	AttributeOne	AttributeTwo	MonsterTypeOne	MonsterTypeTwo	MaxLevel	MaxHP	MaxATK	MaxRCV	NumOfAwokenSkills	UNKNOWN	LeaderSkillDesc	MonsterCost	ActiveSkillMaxCoolDown	ActiveSkillMaxLevel	ExperienceScale	MonsterTypeThree	UNKNOWNTWO
685	King Bubblie	キングアワりん	3	2	0	3	0	50	1283	612	135	2	0	..	7	17	6	150	0	0	
686	King Woodsie	キングモリりん	3	3	0	2	0	50	1085	644	159	2	0	..	7	17	6	150	0	0	
687	King Shynee	キングヒカりん	3	4	0	4	0	50	1053	630	194	2	0	..	7	17	6	150	0	0	
688	King Baddie	キングワルりん	3	5	0	9	0	50	1166	746	90	2	0	..	7	17	6	150	0	0	
689	Rowdy Red Samurai Goblin	荒武者・レッドゴブリン	3	1	0	5	0	70	1562	1158	38	2	22	Attacker type cards ATK x2.	10	11	7	150	0	0	
690	Marine Spec Ops Goblin	突撃兵・マリンゴブリン	3	2	0	5	0	70	1600	1153	32	2	24	Attacker type cards RCV x2.	10	11	7	150	0	0	
691	Heavy Infantry Hobgoblin	重戦士・ホブゴブリン	3	3	0	5	0	70	1683	1170	28	2	23	Attacker type cards HP x2.	10	12	7	150	0	0	
692	Earth-Rending Emperor, Siegfried	破龍皇帝・グランドジークフリート	7	2	1	3	0	99	4119	1309	129	3	22	Physical type cards ATK x3.	35	11	7	400	0	0	
693	Noble Wolf King Hero, Cu Chulainn	王狼英雄・ノーブルクーフーリン	7	3	5	2	0	99	2987	1386	378	3	22	Balanced type cards ATK x3.	35	11	7	400	0	0	
694	Warrior Rose, Graceful Valkyrie	薔薇戦姫・グレイスヴァルキリー	7	4	3	4	0	99	2308	1289	656	3	22	Healer type cards ATK x3.	35	11	7	400	0	0	
695	Asuka&Eva Unit-02	アスカ＆エヴァ2号機	4	1	0	5	12	50	653	761	212	0	62	Attacker type cards HP x2, ATK x2.	10	15	11	150	0	1	
696	Asuka&Upgraded Eva Unit-02	アスカ＆エヴァ改2号機	5	1	1	5	12	99	1705	1713	401	3	62	Attacker type cards HP x2, ATK x2.	15	15	11	300	0	0	
697	Shinji&Eva Unit-01	シンジ＆エヴァ初号機	4	2	0	5	12	50	999	743	116	0	65	Attacker type cards HP x1.5, ATK x1.5, RCV x1.5.	10	12	6	150	0	1	
698	Awoken Shinji&Eva Unit-01	シンジ＆エヴァ初号機・覚醒	5	2	2	5	12	99	2098	1823	218	3	65	Attacker type cards HP x1.5, ATK x1.5, RCV x1.5.	15	12	6	300	0	0	
699	Mari&Eva Provisional Unit-05	マリ＆エヴァ仮設5号機	4	3	0	5	12	50	1067	756	86	0	64	Attacker type cards ATK x2, RCV x2.	10	12	6	150	0	1	
700	Mari&Eva Unit-08	マリ＆エヴァ8号機	5	3	3	5	12	99	2135	1900	162	3	64	Attacker type cards ATK x2, RCV x2.	15	12	6	300	0	0	
701	Rei&Eva Unit-00	レイ＆エヴァ零号機	4	4	0	5	12	50	918	684	183	0	63	Attacker type cards HP x2, RCV x2.	10	15	6	150	0	1	
702	Rei&Eva Unit-00, Suicide ATK Mode	レイ＆エヴァ零号機・特攻	5	4	4	5	12	99	1935	1690	347	3	63	Attacker type cards HP x2, RCV x2.	15	15	6	300	0	0	
703	Kaworu&Mark06, Under Construction	カヲル＆Mark.06・建造中	4	5	0	5	12	50	945	734	139	0	64	Attacker type cards ATK x2, RCV x2.	10	17	6	150	0	1	
704	Kaworu&Mark.06	カヲル＆Mark.06	5	5	5	5	12	99	1890	1853	263	3	64	Attacker type cards ATK x2, RCV x2.	15	17	6	300	0	0	
705	Shinji&Kaworu&Unit-13	シンジ＆カヲル＆第13号機	5	2	5	5	12	50	1085	851	116	0	22	Attacker type cards ATK x3.	25	20	11	400	0	1	
706	Awoken Shinji&Kaworu&Unit-13	シンジ＆カヲル＆第13号機・覚醒	6	2	5	5	12	99	2470	1915	198	4	22	Attacker type cards ATK x3.	30	20	11	400	0	0	
707	The Fifth Angel	第5の使徒	3	1	0	6	5	25	891	378	116	0	16	10% all damage reduction.	10	0	0	150	0	0	
708	The Fifth Angel - Assault Mode	第5の使徒・戦闘形態	4	1	0	6	5	70	1783	850	218	2	16	10% all damage reduction.	15	8	6	300	0	0	
709	The Sixth Angel	第6の使徒	3	4	0	6	5	25	635	495	113	0	16	10% all damage reduction.	10	0	0	150	0	0	
710	The Sixth Angel - Assault Mode	第6の使徒・戦闘形態	4	4	0	6	5	70	1270	1115	214	2	16	10% all damage reduction.	15	19	16	300	0	0	
711	The Tenth Angel	第10の使徒	5	5	0	6	5	50	1485	500	99	0	16	20% all damage reduction.	20	20	11	150	0	0	
712	The Tenth Angel - Assault Mode	第10の使徒・戦闘形態	6	5	0	6	5	99	2970	1125	187	2	16	20% all damage reduction.	25	20	11	300	0	0	
713	The Fourth Angel	第4の使徒	3	5	0	6	5	25	1094	162	204	0	16	10% all damage reduction.	10	0	0	150	0	0	
714	The Fourth Angel - Assault Mode	第4の使徒・戦闘形態	4	5	0	6	5	70	2188	365	386	2	16	10% all damage reduction.	15	17	9	300	0	0	
715	Blazing King Apollo	灼炎王アポロ	6	1	1	2	0	99	2569	1287	282	2	69	Fire attribute & Balanced type cards ATK x2.	25	20	13	400	0	0	
716	Awoken Light Dragon King Saiga	完全覚醒・光龍王サイガ	7	3	4	1	2	99	2826	1197	218	2	69	Wood attribute & Dragon type cards ATK x2.	55	12	6	400	0	0	
717	Neneko	ねねこ	2	2	0	2	0	30	582	316	165	0	0	..	5	9	5	150	0	0	
718	Hamahime	はまひめ	2	5	0	9	0	30	473	358	172	0	0	..	5	9	5	150	0	0	
719	Green Skydragon Elysium	翠天龍・エリュシオン	6	3	0	1	5	99	1591	1771	222	2	11	Wood attribute cards ATK x2.	25	23	12	400	0	0	
720	CoC Barbarian	CoC・バーバリアン	3	4	0	3	0	25	1260	387	2	0	11	Light attribute cards ATK x1.5.	5	0	0	150	0	0	
721	CoC Rage Barbarian	CoC・レイジバーバリアン	4	4	0	3	0	70	2520	870	4	2	11	Light attribute cards ATK x1.5.	10	17	9	300	0	0	
722	CoC Archer	CoC・アーチャー	3	1	0	2	0	25	954	365	113	0	11	 attribute cards ATK x1.5.	5	0	0	150	0	0	
723	CoC Flame Archer	CoC・フレイムアーチャー	4	1	0	2	0	70	1908	823	214	2	11	 attribute cards ATK x1.5.	10	17	9	300	0	0	
724	CoC Goblin	CoC・ゴブリン	3	3	0	5	0	25	531	563	107	0	11	Wood attribute cards ATK x1.5.	5	0	0	150	0	0	
725	CoC Forest Goblin	CoC・フォレストゴブリン	4	3	0	5	0	70	1063	1268	202	2	11	Wood attribute cards ATK x1.5.	10	17	9	300	0	0	
726	CoC Healer	CoC・ヒーラー	3	4	0	4	0	25	504	306	281	0	13	Heal RCV x1 as HP after every orbs elimination.	5	0	0	150	0	0	
727	CoC Glorious Healer	CoC・グロリアスヒーラー	4	4	0	4	0	70	1008	688	531	2	13	Heal RCV x1 as HP after every orbs elimination.	10	11	7	300	0	0	
728	CoC Dragon	CoC・ドラゴン	4	1	0	1	0	50	1584	590	23	0	69	Fire attribute & Dragon type cards ATK x2.	15	30	16	150	0	0	
729	CoC Crimson Dragon	CoC・クリムゾンドラゴン	5	1	0	1	0	99	3168	1328	44	2	69	Fire attribute & Dragon type cards ATK x2.	20	30	16	300	0	0	
730	CoC P.E.K.K.A	CoC・P.E.K.K.A	5	5	0	9	0	50	1539	689	0	0	14	While your HP is 70% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.	40	20	6	400	0	0	
731	CoC Nightmare P.E.K.K.A	CoC・ナイトメアP.E.K.K.A	6	5	5	9	0	99	3078	1550	0	2	14	While your HP is 70% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.	50	20	6	400	0	0	
737	Scarlet Stone Dragon, Vermilionyt	緋石龍・ヒヒイロカネ	5	1	4	1	0	99	2120	1106	218	2	36	50% Fire & Light damage reduction.	25	16	11	250	0	0	
738	Blue Stone Dragon, Mythril	蒼石龍・ミスリル	5	2	3	1	0	99	2133	1096	224	2	36	50% Wood & Water damage reduction.	25	16	11	250	0	0	
739	Green Stone Dragon, Adamant	翠石龍・アダマント	5	3	5	1	0	99	2129	1099	221	2	36	50% Wood & Dark damage reduction.	25	16	11	250	0	0	
740	Rainbow Stone Dragon, Orichalcum	虹石龍・オリハルコン	5	4	2	1	0	99	2124	1092	228	2	36	50% Water & Light damage reduction.	25	16	11	250	0	0	
741	Purple Stone Dragon, Damascus	紫石龍・ダマスカス	5	5	1	1	0	99	2115	1103	215	2	36	50% Fire & Dark damage reduction.	25	16	11	250	0	0	
742	Draggie	ドラりん	2	3	0	1	0	30	226	101	0	0	0	..	3	21	11	100	0	0	
743	Draggie Knight	ドラりんナイト	3	3	0	1	0	50	526	321	0	0	0	..	7	21	11	100	0	0	
744	Ancient Draggie Knight	エンシェントドラりんナイト	4	3	0	1	0	70	1137	954	0	2	0	..	15	21	11	300	0	0	
745	Incarnation of Suzaku, Leilan	朱雀の化身・レイラン	5	1	0	6	0	50	1618	1020	223	0	61	All attribute cards ATK x4 when attacking with Fire, Wood & Light orb types at the same time.	20	14	7	400	0	1	
746	Heavenly Guide Suzaku, Leilan	天導の朱雀・レイラン	6	1	1	6	0	99	3235	1377	302	4	61	All attribute cards ATK x4 when attacking with Fire, Wood & Light orb types at the same time.	25	14	7	400	0	0	
747	Incarnation of Seiryuu, Karin	青龍の化身・カリン	5	2	0	6	0	50	1622	1038	210	0	61	All attribute cards ATK x4 when attacking with Water, Wood & Dark orb types at the same time.	20	14	7	400	0	1	
748	Guardian of Life Seiryuu, Karin	命護の青龍・カリン	6	2	2	6	0	99	3245	1401	284	4	61	All attribute cards ATK x4 when attacking with Water, Wood & Dark orb types at the same time.	25	14	7	400	0	0	
749	Incarnation of Genbu, Meimei	玄武の化身・メイメイ	5	3	0	6	0	50	1687	1010	197	0	61	All attribute cards ATK x4 when attacking with Wood, Light & Dark orb types at the same time.	20	14	7	400	0	1	
750	Tortoise Mountain Genbu, Meimei	地鎮の玄武・メイメイ	6	3	3	6	0	99	3375	1364	266	4	61	All attribute cards ATK x4 when attacking with Wood, Light & Dark orb types at the same time.	25	14	7	400	0	0	
751	Incarnation of Kirin, Sakuya	麒麟の化身・サクヤ	5	4	0	6	0	50	1589	1014	284	0	61	All attribute cards ATK x5 when attacking with Fire, Water, Wood & Light orb types at the same time.	20	15	6	400	0	1	
752	Kirin of the Aurora, Sakuya	極光の麒麟・サクヤ	6	4	4	6	0	99	3178	1370	384	4	61	All attribute cards ATK x5 when attacking with Fire, Water, Wood & Light orb types at the same time.	25	15	6	400	0	0	
753	Incarnation of Byakko, Haku	白虎の化身・ハク	5	5	0	6	0	50	1596	1030	229	0	61	All attribute cards ATK x4 when attacking with Fire, Water & Dark orb types at the same time.	20	14	7	400	0	1	
754	Soul Guardian Byakko, Haku	霊護の白虎・ハク	6	5	5	6	0	99	3193	1391	309	4	61	All attribute cards ATK x4 when attacking with Fire, Water & Dark orb types at the same time.	25	14	7	400	0	0	
755	Red Dragon God, Hino Kagutsuchi	紅蓮龍神・ヒノカグツチ	7	1	4	6	1	99	3120	1510	451	6	12	Deal ATK x5 damage to all enemies after every orbs elimination. Ignores enemy element, but can be reduced by enemy defense down to 0 damage.	35	20	16	400	0	0	
756	Fire Serpent God, Hino Kagutsuchi	焔獄蛇神・ヒノカグツチ	7	1	5	6	5	99	2620	2114	236	6	12	Deal ATK x5 damage to all enemies after every orbs elimination. Ignores enemy element, but can be reduced by enemy defense down to 0 damage.	35	20	16	400	0	0	
757	Scorched Claw Dragon, Flare Drall	灼爪龍・フレアドラール	6	1	3	1	5	99	2196	1190	454	5	36	50% Fire & Wood damage reduction.	30	11	7	300	0	0	
758	Drilling Shark Dragon, Megalodran	穿鮫龍・メガロドラン	6	2	1	1	3	99	2695	963	440	5	36	50% Water & Fire damage reduction.	30	11	7	300	0	0	
759	Horned Fort Dragon, Fortoytops	角砦龍・フォートトイトプス	6	3	2	1	2	99	2501	980	478	5	36	50% Wood & Water damage reduction.	30	11	7	300	0	0	
760	Sacred Dragon Beast, Angelion	聖獣龍・エンジェリオン	6	4	3	1	4	99	2226	933	570	5	36	50% Light & Wood damage reduction.	30	11	7	300	0	0	
761	Jester Dragon, Drawn Joker	道化龍・ドラウンジョーカー	6	5	2	1	9	99	2341	1033	472	5	36	50% Dark & Water damage reduction.	30	11	7	300	0	0	
762	OCTOPUS	OCTOPUS	3	1	0	3	0	25	1575	144	74	0	23	Physical type cards HP x2.	5	0	0	150	0	0	
763	OCTOPUS Ver.2	OCTOPUS Ver.2	4	1	0	3	0	70	3150	325	141	2	23	Physical type cards HP x2.	10	16	9	300	0	0	
764	CRAB	CRAB	3	2	0	2	0	25	927	383	109	0	23	Balanced type cards HP x2.	5	0	0	150	0	0	
765	CRAB Ver.2	CRAB Ver.2	4	2	0	2	0	70	1855	863	206	2	23	Balanced type cards HP x2.	10	17	9	300	0	0	
766	SQUID	SQUID	3	3	0	5	0	25	531	621	65	0	23	Attacker type cards HP x2.	5	0	0	150	0	0	
767	SQUID Ver.2	SQUID Ver.2	4	3	0	5	0	70	1063	1398	124	2	23	Attacker type cards HP x2.	10	16	9	300	0	0	
768	GC CRAB	GC CRAB	5	4	0	2	0	50	1152	536	193	0	15	Increases time limit of orb movement by 3 seconds.	40	17	6	400	0	0	
769	GC CRAB Ver.2	GC CRAB Ver.2	6	4	0	2	0	99	2305	1205	365	2	15	Increases time limit of orb movement by 3 seconds.	50	17	6	400	0	0	
770	UFO	UFO	4	5	0	3	0	50	1647	338	208	0	39	All attribute cards ATK x5 when HP is less than 10%.	15	15	8	150	0	0	
771	UFO Ver.2	UFO Ver.2	5	5	0	3	0	99	3295	760	393	2	39	All attribute cards ATK x5 when HP is less than 10%.	20	15	8	300	0	0	
772	Omega Red Skydragon, El Dorado	緋天蒼龍・エルドラド	7	1	2	1	5	99	1612	1916	244	2	11	Fire attribute cards ATK x2. Increases time limit of orb movement by 2 seconds.	35	10	9	400	0	0	
773	Omega Blue Skydragon, Nirai Kanai	蒼天夜龍・ニライカナイ	7	2	5	1	5	99	1581	1957	226	2	11	Water attribute cards ATK x2.	35	10	9	400	0	0	
774	Omega Wood Skydragon, Horai	樹天緋龍・ホウライ	7	3	1	1	5	99	1637	1904	250	2	11	Wood attribute cards ATK x2.	35	10	9	400	0	0	
775	Omega Holy Skydragon, Shangri-La	聖天樹龍・シャングリラ	7	4	3	1	5	99	1576	1855	228	2	11	Light attribute cards ATK x2.	35	10	8	400	0	0	
776	Omega Night Skydragon, Elysion	夜天聖龍・エリュシオン	7	5	4	1	5	99	1591	1871	222	2	11	Dark attribute cards ATK x2.	35	10	8	400	0	0	
777	Great Tengu	大天狗	5	3	0	3	0	50	1220	628	0	0	14	While your HP is 50% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.	20	16	13	400	0	0	
778	Twisted Mountain God, Grand Tengu	霊峰の破戒神・大天狗	6	3	0	3	0	99	3026	1017	0	3	14	While your HP is 50% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.	25	16	13	400	0	0	
779	Kodama	こだま	2	3	0	4	0	30	443	229	257	0	0	..	5	9	5	150	0	0	
780	Incarnation of Kouryu, Fagan	黄龍の化身・ファガン	6	4	0	6	1	50	1853	1312	116	0	97	Dragon type cards ATK x4 when HP is full.	40	15	6	500	0	0	
781	Kouryu the Star Emperor, Fagan	星帝の黄龍・ファガン	7	4	0	6	1	99	3705	1772	156	3	97	Dragon type cards ATK x4 when HP is full.	50	15	6	500	0	0	
782	Mystic Megalith Dragon, Baalbek	神秘の巨石龍・バールベック	6	1	0	1	0	99	2813	1320	201	2	94	Fire attribute cards ATK x3 when HP is less than 50%.	25	23	18	400	0	0	
783	Mystic Mechdragon, Antikythera	神秘の天体龍・アンティキティラ	6	2	0	1	0	99	2799	956	208	2	94	Water attribute cards ATK x5 when HP is less than 5%.	25	23	18	400	0	0	
784	Mystic Painting Dragon, Nazca	神秘の絵画龍・ナスカ	6	3	0	1	0	99	2795	1327	205	2	96	Wood attribute cards ATK x3 when HP is full.	25	23	18	400	0	0	
785	Mystic Crystal Dragon, CrystalSkull	神秘の結晶龍・クリスタルスカル	6	4	0	1	0	99	2709	1309	311	2	16	25% all damage reduction.	25	23	18	400	0	0	
786	Mystic Astro Dragon, Nebradisk	神秘の円盤龍・ネブラディスク	6	5	0	1	0	99	2700	1330	0	2	43	75% all damage reduction when HP is full.	25	23	18	400	0	0	
787	Minotaur	ミノタウロス	2	1	0	5	0	25	725	432	0	0	0	..	6	0	0	150	0	0	
788	Beast of the Labyrinth, Minotaur	迷宮の獣人・ミノタウロス	3	1	0	5	0	70	1350	973	0	0	28	Fire attribute cards ATK x1.5, RCV x1.5.	12	13	6	150	0	0	
789	Cockatrice	コカトリス	2	2	0	4	0	25	428	275	206	0	0	..	6	0	0	150	0	0	
790	Stone Gaze Demon Bird, Cockatrice	魔眼の怪鳥・コカトリス	3	2	0	4	0	70	855	620	389	0	28	Water attribute cards ATK x1.5, RCV x1.5.	12	13	6	150	0	0	
791	Centaur	ケンタウロス	2	3	0	2	0	25	531	396	90	0	0	..	6	0	0	150	0	0	
792	Hominal Beast, Centaur	疾駆の人馬・ケンタウロス	3	3	0	2	0	70	1063	890	170	0	28	Wood attribute cards ATK x1.5, RCV x1.5.	12	13	6	150	0	0	
793	Cyclops	サイクロプス	2	4	0	3	0	25	792	401	0	0	0	..	6	0	0	150	0	0	
794	Thunder Giant, Cyclops	雷光の巨漢・サイクロプス	3	4	0	3	0	70	1635	803	0	0	28	Light attribute cards ATK x1.5, RCV x1.5.	12	16	9	150	0	0	
795	Wicked Lady	ダークレディ	2	5	0	9	0	25	468	401	103	0	0	..	6	0	0	150	0	0	
796	Charming Temptress, Wicked Lady	魅惑の夜魔・ダークレディ	3	5	0	9	0	70	935	903	195	0	28	Dark attribute cards ATK x1.5, RCV x1.5.	12	16	9	150	0	0	
797	TAMADRA	たまドラ	5	4	0	11	0	1	100	100	100	0	48	Fusing this card to another will result in an 100% awakening.	1	0	0	150	0	0	
798	Samba Ruby Dragon	サンバルビードラゴン	6	1	0	8	0	1	831	831	831	0	0	..	38	0	0	150	0	0	
799	Ame no Uzume	アメノウズメ	5	1	0	6	0	50	1322	694	371	0	96	Fire attribute cards ATK x3.5 when HP is greater than 80%.	20	11	6	400	0	1	
800	Goddess of the Art, Ame no Uzume	技芸の女神・アメノウズメ	6	1	1	6	2	99	2645	1225	501	4	96	Fire attribute cards ATK x3.5 when HP is greater than 80%.	25	11	6	400	0	0	
801	Umisachi&Yamasachi	ウミサチヤマサチ	5	2	3	6	0	50	1277	772	340	0	61	All attribute cards ATK x5 when attacking with Water, Wood, Light & Dark orb types at the same time.	20	11	5	400	0	1	
802	Gods of Hunt, Umisachi&Yamasachi	漁猟の神・ウミサチヤマサチ	6	2	3	6	0	99	2555	1251	551	4	61	All attribute cards ATK x5 when attacking with Water, Wood, Light & Dark orb types at the same time.	25	11	5	400	0	0	
803	Kushinadahime	クシナダヒメ	5	3	0	6	0	50	1303	699	377	0	98	ATK x1.5 at 3 combos. ATK x0.5 for each additional combo, up to ATK x10 at 20 combos.	20	11	4	400	0	1	
804	Goddess of Rice Fields, Kushinada	稲田の女神・クシナダヒメ	6	3	3	6	0	99	2805	1332	610	4	98	ATK x1.5 at 3 combos. ATK x0.5 for each additional combo, up to ATK x10 at 20 combos.	25	11	4	400	0	0	
805	Izanagi	イザナギ	5	4	0	6	0	50	1673	843	170	0	97	God type cards ATK x3.5 when HP is greater than 80%.	20	11	5	400	0	1	
806	Ancestor of the Gods, Izanagi	皇祖の神・イザナギ	6	4	4	6	0	99	3345	1466	325	4	97	God type cards ATK x3.5 when HP is greater than 80%.	25	11	5	400	0	0	
807	Okuninushi	オオクニヌシ	5	5	0	6	0	50	2522	629	2	0	66	All attribute cards ATK x4 when reaching 6 combos or above.	20	11	4	400	0	1	
808	Founder of Nations, Okuninushi	国造の神・オオクニヌシ	6	5	5	6	3	99	5045	1119	54	4	66	All attribute cards ATK x4 when reaching 6 combos or above.	25	11	4	400	0	0	
809	Takeminakata	タケミナカタ	5	4	0	6	3	50	2014	692	250	0	95	Physical type cards ATK x3.5 when HP is less than 99%.	40	15	11	500	0	0	
810	War God of Metal, Takeminakata	冶金の軍神・タケミナカタ	6	4	1	6	3	99	3928	1021	395	3	95	Physical type cards ATK x3.5 when HP is less than 99%.	60	15	11	500	0	0	
811	Empress God, Izanami	皇妃神・イザナミ	6	4	2	6	2	50	1567	768	386	0	108	50% HP reduction and Balanced type cards ATK x4.	40	11	9	500	0	0	
812	Empress of Creation, Izanami	万物の妃神・イザナミ	7	4	2	6	2	99	3287	1239	549	3	108	50% HP reduction and Balanced type cards ATK x4.	60	11	9	500	0	0	
813	Yomi God, Izanami	黄泉神・イザナミ	6	5	1	6	3	50	2162	852	27	0	108	50% HP reduction and Physical type cards ATK x4.	40	13	8	500	0	0	
814	Yomi Mistress, Izanami	黄泉の主神・イザナミ	7	5	1	6	3	99	4511	1501	57	3	108	50% HP reduction and Physical type cards ATK x4.	60	13	8	500	0	0	
815	Domovoi	ドモヴォイ	3	4	0	2	0	25	909	482	160	0	0	..	5	0	0	150	0	0	
816	Don Domovoi	ドン・ドモヴォイ	4	4	0	2	0	70	1818	1085	302	2	64	Balanced type cards ATK x1.5, RCV x1.5.	10	10	8	300	0	0	
817	Grendel	グレンデル	3	1	0	3	0	25	2129	459	-100	0	0	..	10	0	0	150	0	0	
818	Bronzed Grendel	グレンデルサンタン	4	1	0	3	0	70	3858	1033	-100	2	22	Physical type cards ATK x2.	15	20	6	300	0	0	
819	Hrungnir	フルングニル	5	2	3	3	0	50	2099	1096	0	0	62	Physical type cards HP x2, ATK x2.	40	15	11	500	0	0	
820	Absolute Zero Hrungnir	絶対零度フルングニル	6	2	3	3	0	99	3823	1504	0	3	62	Physical type cards HP x2, ATK x2.	50	15	11	500	0	0	
821	Anne Punt Quettebuss in Love	恋するアン・パント・ケットバス	6	4	4	2	0	99	2351	1123	420	2	65	Balanced type cards HP x1.5, ATK x1.5, RCV x1.5.	30	20	6	300	0	0	
822	Burning Phoenix Knight, Homura	バーンフェニックスナイト・ホムラ	6	1	1	2	0	99	2334	1273	389	3	64	Balanced type cards ATK x2, RCV x2.	24	9	5	300	0	0	
823	Torrential Fenrir Knight, Kamui	フラッドフェンリルナイト・カムイ	6	2	2	2	0	99	2137	1353	326	3	22	Balanced type cards ATK x3.	24	9	5	300	0	0	
824	Ancient Dragon Knight, Zeal	エンシェントドラゴンナイト・セロ	6	3	3	1	2	99	2238	1312	336	3	22	Dragon type cards ATK x3.	24	9	5	300	0	0	
825	Godly Knight of the Sky, Verche	スカイゴッドナイト・ヴァーチェ	6	4	4	6	2	99	2179	1297	378	3	64	God type cards ATK x2, RCV x2.	24	9	5	300	0	0	
826	Chaos Dragon Knight, Voice	カオスドラゴンナイト・ヴォイス	6	5	5	1	2	99	2297	1336	315	3	62	Dragon type cards HP x2, ATK x2.	24	9	5	300	0	0	
827	Shugen Demon, Shouki	修験鬼・ショウキ	3	4	0	3	0	25	1085	414	6	0	14	While your HP is 70% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.	7	0	0	200	0	0	
828	Protection Demon of Light, Shouki	光の守護鬼・ショウキ	4	4	0	3	0	70	2170	1033	11	2	14	While your HP is 70% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.	11	15	6	200	0	0	
829	Shugen Demon, Jyaki	修験鬼・ジャキ	3	5	0	3	0	25	1103	419	4	0	14	While your HP is 70% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.	7	0	0	200	0	0	
830	Protection Demon of Dark, Jyaki	闇の守護鬼・ジャキ	4	5	0	3	0	70	2205	1043	8	2	14	While your HP is 70% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.	11	15	6	200	0	0	
831	Top Droidragon	トップ・ドロイドラゴン	6	3	2	3	1	99	3060	1020	360	9	41	25% chance to deal counter Wood damage of 10x damage taken.	25	17	6	300	0	0	
832	Kozukura	コズクラ	2	2	0	3	0	15	446	99	11	0	0	..	5	0	0	100	0	0	
833	Fukuragi	フクラギ	3	2	0	3	0	25	893	223	21	0	61	All attribute cards ATK x2 when attacking with Fire, Water & Light orb types at the same time.	10	0	0	150	0	0	
